date,total_price(萬),square(坪),square_price(萬/坪),主建物佔比,type,age,floor,格局,電梯
2020-09-26,1080.0,50.0,21.59,86.94%,住宅大樓,27,8F/12F,2房1廳1衛,Y
2020-09-26,637.0,36.41,17.49,71.70%,華廈,25,5F/10F,1房1廳1衛,Y
2020-09-26,575.0,15.8,36.36,84.42%,住宅大樓,25,11F/18F,3房2廳2衛,Y
2020-09-25,1730.0,65.0,26.64,100.00%,公寓,41,1F/5F,4房2廳2衛,N
2020-09-25,1660.0,40.19,41.24,75.46%,住宅大樓,32,4F/12F,3房2廳2衛,Y
2020-09-25,450.0,18.3,24.58,76.00%,公寓,22,3F/4F,2房2廳2衛,N
2020-09-25,1050.0,32.0,32.86,91.42%,公寓,36,5F/5F,3房2廳2衛,N
2020-09-25,730.0,30.09,24.27,90.24%,公寓,35,2F/5F,3房2廳2衛,N
2020-09-24,750.0,0.0,29.91,,透天厝,39,A/2F,4房2廳3衛,N
2020-09-24,1070.0,33.0,32.42,83.54%,公寓,39,4F/5F,3房2廳2衛,N
2020-09-24,1630.0,48.5,33.58,90.92%,住宅大樓,27,12F/12F,3房2廳2衛,Y
2020-09-24,385.0,44.59,8.64,66.00%,住宅大樓,25,14F/14F,1房1廳1衛,Y
2020-09-24,885.0,26.5,33.36,88.84%,公寓,36,4F/5F,3房2廳2衛,N
2020-09-23,850.0,45.0,18.88,58.86%,住宅大樓,25,9F/14F,2房1廳1衛,Y
2020-09-23,1580.0,47.59,33.17,83.45%,公寓,47,1F/4F,7房1廳6衛,N
2020-09-23,1717.0,66.12,25.97,57.68%,住宅大樓,1,9F/15F,2房2廳1衛,Y
2020-09-23,805.0,0.0,30.98,,透天厝,39,A/2F,3房2廳2衛,N
2020-09-23,1428.0,43.31,32.98,89.88%,公寓,35,3F/5F,3房2廳2衛,N
2020-09-23,760.0,26.59,28.6,87.71%,公寓,35,5F/5F,3房2廳2衛,N
2020-09-23,2150.0,0.0,53.23,,透天厝,31,A/2F,4房2廳3衛,N
2020-09-22,620.0,17.3,35.77,84.23%,住宅大樓,25,2F/18F,3房2廳2衛,Y
2020-09-22,1680.0,63.31,26.53,57.90%,住宅大樓,1,4F/15F,2房2廳1衛,Y
2020-09-22,460.0,23.2,19.8,72.49%,住宅大樓,22,5F/210F,2房1廳1衛,Y
2020-09-22,858.0,64.31,13.35,63.98%,住宅大樓,11,2F/15F,1房1廳1衛,Y
2020-09-22,890.0,52.91,16.81,71.17%,住宅大樓,17,14F/14F,1房1廳1衛,Y
2020-09-22,970.0,38.09,25.46,100.00%,公寓,46,3F/4F,3房1廳2衛,N
2020-09-21,2080.0,67.5,30.82,65.30%,住宅大樓,5,8F/13F,2房2廳2衛,Y
2020-09-21,1375.0,59.31,23.2,76.18%,住宅大樓,24,5F/24F,2房1廳1衛,Y
2020-09-21,1988.0,48.19,41.25,60.79%,住宅大樓,8,23F/29F,3房2廳2衛,Y
2020-09-21,1445.0,59.69,24.2,59.79%,住宅大樓,8,5F/26F,2房1廳1衛,Y
2020-09-21,460.0,14.5,31.81,69.42%,住宅大樓,24,11F/19F,3房2廳2衛,Y
2020-09-20,765.0,68.69,11.13,65.97%,住宅大樓,14,18F/18F,,Y
2020-09-20,1512.0,46.69,32.4,79.00%,華廈,28,4F/6F,3房2廳2衛,Y
2020-09-20,612.0,55.81,10.97,63.41%,住宅大樓,19,5F/17F,1房0廳1衛,Y
2020-09-20,1388.0,41.5,33.46,90.15%,公寓,38,3F/5F,3房2廳2衛,N
2020-09-20,880.0,32.5,27.09,70.51%,住宅大樓,22,3F/12F,3房2廳2衛,Y
2020-09-20,1330.0,40.91,32.54,93.92%,公寓,39,5F/5F,3房2廳2衛,N
2020-09-19,1250.0,42.31,29.56,100.00%,公寓,47,3F/4F,3房2廳1衛,N
2020-09-19,910.0,65.38,13.92,63.21%,住宅大樓,,3F/13F,1房1廳1衛,Y
2020-09-19,1500.0,48.09,31.21,76.19%,公寓,44,4F/4F,4房0廳4衛,N
2020-09-19,1050.0,46.41,22.62,61.95%,住宅大樓,5,9F/12F,2房1廳1衛,Y
2020-09-19,1122.0,60.0,18.71,63.81%,住宅大樓,,5F/13F,2房1廳1衛,Y
2020-09-19,1238.0,48.19,25.67,83.87%,公寓,42,4F/5F,3房2廳2衛,N
2020-09-19,1580.0,55.91,28.27,95.88%,公寓,47,4F/4F,3房2廳2衛,N
2020-09-19,909.0,29.91,30.44,52.32%,華廈,,4F/7F,2房2廳1衛,Y
2020-09-18,800.0,25.7,31.16,60.96%,住宅大樓,13,14F/14F,2房2廳1衛,Y
2020-09-18,710.0,39.91,17.8,90.99%,公寓,43,3F/4F,3房2廳1衛,N
2020-09-18,1300.0,51.19,25.4,45.14%,華廈,1,3F/6F,2房1廳1衛,Y
2020-09-18,1450.0,23.41,62.08,70.25%,住宅大樓,31,8F/12F,3房2廳1衛,Y
2020-09-18,1335.0,31.3,42.69,82.08%,華廈,31,3F/7F,4房2廳2衛,Y
2020-09-18,1580.0,48.31,32.68,94.63%,住宅大樓,29,5F/12F,3房2廳1衛,Y
2020-09-18,1010.0,37.0,27.32,88.37%,公寓,44,4F/4F,3房2廳1衛,N
2020-09-18,1398.0,34.41,40.61,86.04%,公寓,43,3F/5F,3房2廳2衛,N
2020-09-17,1320.0,39.5,33.41,85.35%,公寓,45,1F/4F,3房2廳2衛,N
2020-09-17,1050.0,0.0,60.93,,透天厝,39,A/2F,4房2廳2衛,N
2020-09-17,3008.0,60.91,49.38,57.22%,住宅大樓,1,7F/15F,3房2廳2衛,Y
2020-09-17,1240.0,53.0,23.38,46.29%,住宅大樓,2,11F/17F,2房1廳1衛,Y
2020-09-17,688.0,53.5,12.87,66.16%,住宅大樓,17,14F/14F,1房1廳1衛,Y
2020-09-17,280.0,14.4,19.42,88.63%,公寓,39,3F/5F,2房2廳1衛,N
2020-09-17,640.0,63.19,10.13,58.45%,住宅大樓,19,5F/17F,1房1廳1衛,Y
2020-09-17,1275.0,46.19,27.62,77.04%,住宅大樓,27,10F/12F,4房2廳2衛,Y
2020-09-16,2150.0,59.09,36.39,60.26%,住宅大樓,7,21F/23F,3房2廳2衛,Y
2020-09-16,680.0,21.41,31.75,91.68%,公寓,33,3F/5F,3房2廳2衛,N
2020-09-16,720.0,26.3,27.38,61.54%,華廈,5,2F/7F,2房2廳1衛,Y
2020-09-15,2288.0,0.0,58.18,,透天厝,25,A/2F,5房3廳3衛,N
2020-09-15,2300.0,50.0,46.04,61.03%,住宅大樓,7,3F/23F,3房2廳2衛,Y
2020-09-15,830.0,40.81,20.35,91.33%,公寓,52,2F/4F,2房2廳1衛,N
2020-09-14,1400.0,51.81,27.03,86.68%,公寓,42,2F/5F,6房0廳6衛,N
2020-09-14,1670.0,50.81,32.89,66.65%,住宅大樓,21,11F/210F,3房2廳2衛,Y
2020-09-14,897.0,25.5,35.19,68.64%,住宅大樓,21,3F/12F,3房2廳2衛,Y
2020-09-14,1150.0,62.31,18.47,60.10%,住宅大樓,,8F/14F,,Y
2020-09-14,305.0,29.2,10.44,68.64%,華廈,29,4F/7F,1房1廳1衛,Y
2020-09-14,950.0,53.91,17.62,61.18%,住宅大樓,18,4F/14F,2房1廳1衛,Y
2020-09-13,830.0,28.3,29.35,96.73%,公寓,35,3F/5F,3房2廳2衛,N
2020-09-13,480.0,34.69,13.82,85.10%,住宅大樓,20,10F/18F,2房2廳1衛,Y
2020-09-13,1250.0,49.31,25.34,61.58%,住宅大樓,,15F/16F,2房2廳1衛,Y
2020-09-13,1350.0,49.41,27.33,30.79%,華廈,5,7F/7F,2房2廳1衛,Y
2020-09-13,2100.0,54.0,38.86,58.86%,住宅大樓,7,6F/14F,3房2廳2衛,Y
2020-09-13,590.0,36.41,16.2,76.96%,華廈,25,2F/6F,2房2廳1衛,Y
2020-09-13,945.0,30.8,30.65,61.50%,住宅大樓,17,10F/11F,3房2廳2衛,Y
2020-09-13,555.0,31.2,17.76,78.46%,住宅大樓,29,10F/11F,1房2廳1衛,Y
2020-09-12,760.0,26.91,28.3,84.43%,公寓,36,5F/5F,2房2廳2衛,N
2020-09-12,2300.0,48.81,47.11,89.68%,華廈,42,3F/7F,3房2廳2衛,Y
2020-09-12,5350.0,0.0,83.55,,透天厝,13,A/3F,5房2廳3衛,N
2020-09-12,1385.0,62.0,22.34,57.18%,住宅大樓,,9F/13F,2房1廳1衛,Y
2020-09-12,1060.0,32.81,32.31,84.95%,公寓,42,4F/4F,3房2廳2衛,N
2020-09-11,900.0,0.0,41.0,,透天厝,37,A/2F,4房2廳3衛,N
2020-09-10,1467.0,43.81,33.51,93.74%,住宅大樓,29,6F/12F,3房2廳1衛,Y
2020-09-10,2471.0,30.0,82.37,100.00%,華廈,40,2F/5F,1房1廳1衛,Y
2020-09-10,4245.0,35.91,118.23,66.69%,華廈,20,5F/8F,4房1廳0衛,Y
2020-09-10,1400.0,56.81,24.64,100.00%,公寓,46,1F/4F,3房2廳1衛,N
2020-09-10,710.0,20.5,34.61,72.99%,華廈,39,6F/7F,2房2廳1衛,Y
2020-09-09,1725.0,65.0,26.53,57.90%,住宅大樓,1,9F/15F,2房2廳1衛,Y
2020-09-08,850.0,29.2,29.07,87.50%,公寓,39,3F/5F,3房2廳2衛,N
2020-09-08,435.0,19.09,22.75,83.98%,住宅大樓,25,16F/17F,2房1廳1衛,Y
2020-09-08,1300.0,32.69,39.79,62.16%,住宅大樓,4,3F/12F,3房2廳1衛,Y
2020-09-08,938.0,44.81,20.95,100.00%,公寓,52,2F/4F,3房2廳1衛,N
2020-09-08,1760.0,52.31,33.67,64.97%,華廈,21,3F/7F,3房2廳2衛,Y
2020-09-07,2060.0,63.31,32.55,61.77%,住宅大樓,1,8F/17F,1房1廳2衛,Y
2020-09-07,1730.0,50.0,34.63,60.96%,住宅大樓,7,2F/14F,3房2廳2衛,Y
2020-09-07,1040.0,37.59,27.65,58.95%,住宅大樓,6,12F/15F,1房2廳1衛,Y
2020-09-07,1000.0,33.5,29.88,62.53%,住宅大樓,4,2F/12F,2房1廳1衛,Y
2020-09-07,1680.0,38.81,43.32,60.93%,住宅大樓,4,6F/16F,3房2廳2衛,Y
2020-09-07,2500.0,0.0,115.84,,透天厝,3,A/3F,4房2廳3衛,Y
2020-09-07,1260.0,51.41,24.53,100.00%,公寓,42,5F/5F,3房2廳1衛,N
2020-09-06,800.0,26.41,30.29,90.41%,公寓,37,5F/5F,3房2廳2衛,N
2020-09-06,1160.0,36.41,31.85,78.69%,華廈,25,7F/8F,3房2廳2衛,Y
2020-09-06,1750.0,67.38,25.97,57.68%,住宅大樓,1,14F/15F,2房2廳1衛,Y
2020-09-06,780.0,33.5,23.29,90.91%,公寓,52,2F/4F,2房1廳1衛,N
2020-09-06,1880.0,63.09,29.81,62.72%,住宅大樓,7,22F/27F,2房2廳2衛,Y
2020-09-06,1550.0,56.81,27.29,66.15%,住宅大樓,11,9F/27F,1房2廳1衛,Y
2020-09-06,1048.0,50.91,20.59,74.64%,住宅大樓,24,1F/13F,3房2廳2衛,Y
2020-09-05,570.0,26.2,21.75,68.60%,住宅大樓,23,6F/12F,2房2廳1衛,Y
2020-09-05,1528.0,54.81,27.88,57.38%,住宅大樓,1,3F/310F,,Y
2020-09-05,1352.0,32.69,41.29,75.78%,住宅大樓,18,4F/14F,3房2廳2衛,Y
2020-09-05,808.0,30.3,26.69,68.27%,住宅大樓,18,11F/14F,3房2廳2衛,Y
2020-09-05,1175.0,0.0,78.11,,透天厝,28,A/2F,5房2廳3衛,N
2020-09-05,500.0,30.3,16.52,100.00%,公寓,49,2F/2F,3房2廳2衛,N
2020-09-04,1286.0,37.41,34.36,80.87%,華廈,28,2F/5F,3房2廳2衛,Y
2020-09-04,730.0,24.09,30.33,77.54%,公寓,39,5F/5F,3房2廳1衛,N
2020-09-03,920.0,52.09,17.65,67.60%,住宅大樓,17,13F/14F,1房1廳1衛,Y
2020-09-02,390.0,16.91,23.05,83.20%,住宅大樓,25,2F/16F,2房2廳1衛,Y
2020-09-02,1650.0,66.0,25.0,100.00%,公寓,43,4F/4F,3房2廳1衛,N
2020-09-02,1390.0,48.81,28.48,95.22%,公寓,40,1F/5F,3房2廳2衛,N
2020-09-02,1020.0,40.81,24.97,100.00%,公寓,45,3F/4F,3房2廳1衛,N
2020-09-02,693.0,30.0,23.1,65.70%,華廈,,3F/7F,2房2廳2衛,Y
2020-09-02,1008.0,0.0,40.15,,透天厝,24,A/3F,3房2廳3衛,N
2020-09-01,11383.0,0.0,31.17,,透天厝,74,A/1F,4房1廳1衛,N
2020-09-01,690.0,19.2,36.01,72.24%,華廈,24,5F/7F,3房2廳2衛,Y
2020-09-01,960.0,56.91,16.87,64.09%,住宅大樓,,10F/15F,1房1廳1衛,Y
2020-08-31,1360.8,63.0,21.6,57.10%,住宅大樓,5,10F/13F,1房1廳1衛,Y
2020-08-31,1160.0,42.91,27.04,94.81%,公寓,38,4F/5F,3房2廳2衛,N
2020-08-31,803.0,31.91,25.2,83.71%,公寓,39,1F/5F,3房2廳1衛,N
2020-08-31,770.0,31.41,24.51,72.51%,華廈,23,5F/7F,2房2廳1衛,Y
2020-08-31,1030.0,68.69,15.0,61.48%,住宅大樓,11,12F/19F,1房1廳1衛,Y
2020-08-30,1810.0,60.31,30.0,62.81%,住宅大樓,,15F/15F,3房2廳2衛,Y
2020-08-30,800.0,41.69,19.18,100.00%,公寓,43,2F/5F,3房2廳1衛,N
2020-08-30,1326.0,37.31,35.59,81.31%,公寓,31,4F/5F,3房2廳2衛,N
2020-08-30,2500.0,0.0,112.94,,透天厝,14,A/3F,5房3廳4衛,Y
2020-08-29,1020.0,33.91,30.09,60.25%,住宅大樓,4,3F/12F,3房2廳2衛,Y
2020-08-28,2250.0,57.31,39.28,60.17%,住宅大樓,7,4F/23F,3房2廳2衛,Y
2020-08-28,230.0,12.0,19.24,64.39%,華廈,39,1F/7F,1房1廳1衛,Y
2020-08-28,1328.0,29.5,45.05,65.14%,華廈,,6F/7F,3房2廳2衛,Y
2020-08-28,1125.0,31.0,36.32,64.84%,華廈,,5F/7F,3房2廳2衛,Y
2020-08-28,1328.0,29.5,45.05,65.14%,華廈,,6F/7F,2房2廳2衛,Y
2020-08-28,730.0,35.81,20.41,100.00%,公寓,42,1F/4F,1房1廳1衛,N
2020-08-28,1360.0,0.0,69.28,,透天厝,24,A/3F,4房2廳3衛,N
2020-08-27,300.0,23.2,12.92,89.58%,公寓,36,2F/5F,3房2廳2衛,N
2020-08-27,940.0,28.5,33.0,100.00%,公寓,,3F/4F,4房2廳2衛,N
2020-08-27,820.0,43.31,18.96,66.01%,住宅大樓,25,2F/14F,2房1廳1衛,Y
2020-08-26,1052.0,36.81,28.6,88.12%,公寓,36,3F/5F,3房2廳2衛,N
2020-08-26,750.0,24.59,30.48,54.57%,住宅大樓,4,6F/14F,1房0廳1衛,Y
2020-08-26,1830.0,56.59,32.31,56.47%,華廈,12,2F/10F,2房2廳2衛,Y
2020-08-26,850.0,38.0,22.4,100.00%,公寓,43,2F/4F,4房0廳4衛,N
2020-08-25,1100.0,0.0,29.47,,透天厝,37,A/3F,3房2廳2衛,N
2020-08-25,1765.0,58.91,29.96,60.40%,住宅大樓,,7F/14F,2房1廳1衛,Y
2020-08-25,1220.0,0.0,47.24,,透天厝,31,A/3F,4房2廳3衛,N
2020-08-25,880.0,0.0,29.47,,透天厝,37,A/3F,4房2廳3衛,N
2020-08-25,1340.0,45.31,29.58,87.12%,公寓,50,2F/3F,4房2廳1衛,N
2020-08-25,1300.0,56.0,23.22,100.00%,公寓,42,1F/5F,4房2廳2衛,N
2020-08-25,1625.0,61.59,26.39,100.00%,公寓,41,1F/5F,3房2廳2衛,N
2020-08-24,670.0,0.0,34.26,,透天厝,39,A/2F,4房2廳2衛,N
2020-08-24,1400.0,58.81,23.81,54.54%,住宅大樓,1,12F/310F,2房1廳1衛,Y
2020-08-24,1018.0,30.3,33.57,89.57%,公寓,33,3F/5F,3房2廳2衛,N
2020-08-24,900.0,41.31,21.77,91.12%,公寓,46,2F/4F,0房1廳1衛,N
2020-08-24,830.0,41.41,20.03,93.63%,公寓,46,2F/4F,0房1廳1衛,N
2020-08-24,465.0,19.0,24.48,75.94%,公寓,22,2F/4F,2房1廳2衛,N
2020-08-23,950.0,38.41,24.74,100.00%,公寓,42,3F/4F,3房2廳1衛,N
2020-08-23,1058.0,37.0,28.6,88.78%,公寓,35,5F/5F,5房3廳2衛,N
2020-08-23,1588.0,0.0,50.93,,透天厝,31,A/3F,5房2廳3衛,N
2020-08-23,1000.0,28.91,34.61,49.92%,住宅大樓,22,5F/12F,2房2廳1衛,Y
2020-08-23,2700.0,59.41,45.44,64.37%,住宅大樓,11,7F/11F,3房2廳2衛,Y
2020-08-22,1480.0,43.91,33.73,64.19%,住宅大樓,21,3F/32F,3房2廳2衛,Y
2020-08-22,1400.0,48.59,28.83,71.70%,華廈,21,4F/7F,3房2廳1衛,Y
2020-08-22,593.0,21.7,27.33,84.24%,公寓,30,2F/5F,3房2廳2衛,N
2020-08-22,680.0,24.59,27.61,88.51%,公寓,36,3F/5F,3房2廳2衛,N
2020-08-22,777.0,29.8,26.11,77.02%,華廈,25,2F/6F,3房2廳2衛,Y
2020-08-22,805.0,30.0,26.84,65.70%,住宅大樓,29,9F/11F,2房2廳1衛,Y
2020-08-22,1700.0,66.88,25.4,100.00%,公寓,46,1F/4F,3房2廳1衛,N
2020-08-22,668.0,26.0,25.71,79.76%,住宅大樓,25,1F/21F,1房2廳1衛,Y
2020-08-22,2278.0,58.0,39.28,60.17%,住宅大樓,7,1F/23F,3房2廳2衛,Y
2020-08-22,1666.0,44.91,37.12,83.38%,公寓,45,2F/4F,4房2廳2衛,N
2020-08-22,1680.0,62.69,26.81,66.95%,住宅大樓,11,9F/27F,2房2廳1衛,Y
2020-08-22,1260.0,34.0,37.1,67.28%,住宅大樓,25,11F/13F,4房2廳2衛,Y
2020-08-21,1088.0,39.19,27.76,87.08%,公寓,51,3F/4F,3房2廳1衛,N
2020-08-21,555.0,17.91,31.09,81.47%,住宅大樓,26,16F/16F,3房2廳2衛,Y
2020-08-21,746.0,30.59,24.35,65.97%,華廈,,5F/7F,1房2廳2衛,Y
2020-08-21,1450.0,37.09,39.09,59.20%,住宅大樓,10,8F/14F,3房2廳2衛,Y
2020-08-21,1050.0,64.5,16.27,65.97%,住宅大樓,14,15F/18F,1房1廳1衛,Y
2020-08-21,1710.0,65.81,25.97,57.68%,住宅大樓,1,10F/15F,2房2廳1衛,Y
2020-08-21,850.0,31.8,26.73,65.38%,住宅大樓,29,8F/11F,2房1廳1衛,Y
2020-08-20,6150.0,0.0,43.75,,透天厝,,A/2F,3房2廳2衛,N
2020-08-20,480.0,39.0,12.31,70.72%,住宅大樓,21,3F/14F,2房1廳1衛,Y
2020-08-20,1060.0,40.0,26.49,66.23%,住宅大樓,25,4F/11F,3房2廳2衛,Y
2020-08-20,1588.0,47.41,33.51,76.31%,住宅大樓,29,9F/12F,3房2廳1衛,Y
2020-08-20,820.0,0.0,34.26,,透天厝,39,A/2F,3房2廳2衛,N
2020-08-19,720.0,67.12,10.73,66.17%,住宅大樓,14,17F/18F,1房0廳1衛,Y
2020-08-19,1880.0,38.91,48.36,68.39%,華廈,31,7F/7F,7房4廳3衛,Y
2020-08-18,1950.0,63.31,30.82,65.30%,住宅大樓,5,7F/13F,2房2廳2衛,Y
2020-08-18,470.0,0.0,19.44,,透天厝,,A/1F,3房2廳1衛,N
2020-08-18,465.0,17.7,26.24,84.72%,公寓,36,3F/4F,3房2廳1衛,N
2020-08-18,950.0,29.7,31.97,65.97%,華廈,,6F/7F,3房2廳2衛,Y
2020-08-18,1390.0,57.59,24.15,59.91%,住宅大樓,8,5F/28F,2房2廳1衛,Y
2020-08-18,750.0,28.59,26.19,100.00%,公寓,42,3F/4F,3房2廳1衛,N
2020-08-18,1730.0,66.62,25.97,57.68%,住宅大樓,1,12F/15F,2房2廳1衛,Y
2020-08-18,1290.0,55.81,23.14,65.07%,住宅大樓,11,6F/26F,2房2廳1衛,Y
2020-08-17,1158.0,40.5,28.6,88.12%,公寓,36,2F/5F,3房2廳2衛,N
2020-08-17,380.0,43.69,8.7,65.52%,住宅大樓,25,3F/14F,1房1廳1衛,Y
2020-08-17,355.0,28.41,12.49,79.05%,住宅大樓,27,14F/14F,,Y
2020-08-17,2016.0,65.38,30.82,65.30%,住宅大樓,5,10F/13F,2房2廳2衛,Y
2020-08-17,638.0,25.3,25.2,83.71%,公寓,39,5F/5F,3房2廳1衛,N
2020-08-17,778.0,29.2,26.62,86.93%,公寓,39,1F/5F,3房2廳1衛,N
2020-08-17,800.0,22.8,35.03,72.07%,華廈,13,1F/6F,3房2廳2衛,Y
2020-08-17,5880.0,0.0,119.54,,透天厝,3,A/3F,,Y
2020-08-16,1380.0,42.09,32.75,87.73%,公寓,41,2F/4F,4房2廳1衛,N
2020-08-16,922.0,30.2,30.54,79.86%,住宅大樓,26,12F/12F,3房2廳2衛,Y
2020-08-16,790.0,21.8,36.23,,公寓,40,4F/5F,4房2廳2衛,N
2020-08-16,408.0,18.09,22.51,84.04%,住宅大樓,25,11F/17F,2房2廳1衛,Y
2020-08-16,890.0,19.5,45.54,91.33%,公寓,34,2F/5F,5房2廳3衛,N
2020-08-16,640.0,27.41,23.36,85.24%,公寓,38,3F/5F,3房2廳1衛,N
2020-08-16,3060.0,106.38,28.75,100.00%,公寓,,1F/4F,0房1廳1衛,N
2020-08-15,600.0,23.41,25.62,83.87%,公寓,38,2F/5F,3房2廳1衛,N
2020-08-15,718.0,28.41,25.29,63.53%,華廈,24,3F/7F,2房2廳1衛,Y
2020-08-15,2900.0,118.12,24.56,90.44%,公寓,37,1F/5F,0房1廳1衛,N
2020-08-15,1220.0,56.69,21.52,53.63%,住宅大樓,1,3F/13F,1房1廳1衛,Y
2020-08-15,1168.0,52.19,22.37,70.65%,住宅大樓,11,7F/12F,2房2廳1衛,Y
2020-08-14,1446.0,47.41,30.53,62.75%,住宅大樓,17,3F/14F,2房2廳2衛,Y
2020-08-14,938.0,30.7,30.58,70.11%,住宅大樓,25,4F/14F,3房2廳2衛,Y
2020-08-14,1398.0,35.41,39.49,76.49%,住宅大樓,18,6F/14F,3房2廳2衛,Y
2020-08-13,1280.0,42.81,29.94,86.45%,公寓,45,3F/4F,3房2廳1衛,N
2020-08-13,988.0,34.0,29.08,66.96%,住宅大樓,18,14F/14F,4房2廳2衛,Y
2020-08-13,695.0,30.09,23.1,65.70%,華廈,,4F/7F,2房2廳2衛,Y
2020-08-13,1375.0,41.31,33.31,68.24%,住宅大樓,8,7F/12F,3房2廳2衛,Y
2020-08-13,685.0,24.09,28.46,87.57%,公寓,38,3F/5F,3房2廳2衛,N
2020-08-13,1040.0,62.09,16.75,62.37%,住宅大樓,11,8F/19F,1房1廳1衛,Y
2020-08-12,730.0,28.3,25.78,88.34%,公寓,39,5F/5F,4房2廳4衛,N
2020-08-12,681.0,29.5,23.1,65.70%,華廈,,6F/7F,2房2廳2衛,Y
2020-08-12,1116.0,40.0,27.91,64.27%,住宅大樓,21,6F/14F,3房1廳2衛,Y
2020-08-12,1290.0,39.81,32.4,81.13%,公寓,45,4F/4F,3房2廳1衛,N
2020-08-12,645.0,22.5,28.68,84.60%,公寓,39,2F/5F,3房2廳1衛,N
2020-08-12,1000.0,40.81,24.54,85.15%,華廈,26,6F/8F,2房2廳1衛,Y
2020-08-10,1280.0,42.41,30.15,100.00%,公寓,41,5F/5F,3房2廳2衛,N
2020-08-10,660.0,26.3,25.1,61.91%,華廈,18,5F/6F,2房2廳1衛,Y
2020-08-10,920.0,36.19,25.4,100.00%,公寓,41,2F/4F,3房2廳1衛,N
2020-08-10,1880.0,67.88,27.68,100.00%,公寓,,1F/4F,2房2廳1衛,N
2020-08-10,1018.0,53.69,18.95,95.71%,公寓,44,3F/4F,3房0廳3衛,N
2020-08-10,580.0,24.41,23.8,86.91%,公寓,,3F/5F,3房2廳1衛,N
2020-08-09,690.0,27.0,25.54,79.20%,華廈,22,1F/6F,3房2廳2衛,Y
2020-08-09,180.0,9.4,19.16,63.42%,華廈,39,1F/7F,1房1廳1衛,Y
2020-08-09,1093.0,37.69,28.97,58.56%,住宅大樓,,10F/15F,3房2廳1衛,Y
2020-08-09,516.0,15.7,32.86,87.25%,公寓,37,5F/5F,3房2廳1衛,N
2020-08-09,760.0,29.7,25.62,91.27%,公寓,40,5F/5F,3房2廳1衛,N
2020-08-09,940.0,65.12,14.44,60.42%,住宅大樓,8,1F/25F,3房2廳2衛,Y
2020-08-09,1380.0,49.81,27.69,85.64%,公寓,37,3F/5F,4房0廳4衛,N
2020-08-09,710.0,18.0,39.43,90.38%,公寓,35,5F/5F,3房2廳2衛,N
2020-08-08,1128.0,44.69,25.21,89.40%,華廈,42,4F/7F,2房2廳1衛,Y
2020-08-08,738.0,63.81,11.56,66.08%,住宅大樓,14,11F/18F,1房1廳1衛,Y
2020-08-08,1338.0,50.0,26.75,72.25%,華廈,24,6F/7F,3房2廳1衛,Y
2020-08-08,220.0,6.4,34.18,92.54%,公寓,32,3F/5F,3房2廳2衛,N
2020-08-07,1046.0,33.31,31.39,88.91%,公寓,46,4F/4F,3房2廳1衛,N
2020-08-07,782.0,30.7,25.51,65.13%,華廈,,5F/7F,3房2廳2衛,Y
2020-08-07,555.0,23.41,23.72,91.96%,公寓,40,4F/5F,3房2廳1衛,N
2020-08-07,1350.0,55.0,24.53,67.88%,住宅大樓,18,11F/12F,1房1廳1衛,Y
2020-08-05,1420.0,44.59,31.85,88.35%,公寓,42,2F/5F,3房2廳2衛,N
