date,total_price(萬),square(坪),square_price(萬/坪),主建物佔比,type,age,floor,格局,電梯
2019-12-13,575.0,29.3,19.61,68.75%,公寓,39,5F/5F,3房2廳2衛,N
2019-12-13,1577.0,77.19,20.43,54.88%,華廈,,5F/7F,1房1廳1衛,Y
2019-12-13,1080.0,33.59,32.13,87.59%,公寓,38,1F/5F,3房1廳2衛,N
2019-12-13,1474.0,76.19,19.35,54.69%,華廈,,5F/9F,2房2廳1衛,Y
2019-12-12,1180.0,48.5,24.31,61.91%,華廈,19,2F/10F,2房2廳2衛,N
2019-12-12,420.0,20.2,20.76,100.00%,公寓,,1F/4F,3房1廳1衛,N
2019-12-12,852.0,30.7,27.72,88.81%,公寓,36,4F/5F,3房2廳1衛,N
2019-12-12,1960.0,61.19,32.05,100.00%,公寓,51,1F/4F,3房2廳2衛,N
2019-12-12,1200.0,47.69,25.15,66.55%,住宅大樓,22,10F/11F,2房2廳1衛,N
2019-12-11,1290.0,39.09,32.98,82.16%,公寓,33,2F/5F,3房2廳2衛,N
2019-12-11,645.0,56.5,11.42,58.12%,套房,10,3F/15F,1房1廳1衛,N
2019-12-11,1218.0,67.88,17.94,54.07%,住宅大樓,,210F/27F,,Y
2019-12-10,1600.0,39.19,40.8,88.86%,公寓,,4F/4F,4房2廳2衛,N
2019-12-09,886.0,65.0,13.62,61.46%,套房,22,14F/16F,,N
2019-12-08,528.0,49.81,10.59,62.42%,套房,24,5F/6F,1房1廳1衛,N
2019-12-08,1100.0,34.09,32.27,86.73%,公寓,38,4F/5F,3房2廳2衛,N
2019-12-08,1575.0,49.19,32.03,64.57%,住宅大樓,23,7F/13F,3房2廳2衛,N
2019-12-08,2412.0,53.19,45.32,83.20%,華廈,33,3F/9F,4房2廳2衛,N
2019-12-08,580.0,49.81,11.64,57.96%,住宅大樓,25,7F/11F,2房0廳2衛,N
2019-12-08,888.0,36.69,24.21,78.60%,公寓,37,5F/5F,3房2廳1衛,N
2019-12-08,1580.0,51.69,30.55,45.72%,華廈,24,7F/8F,3房2廳1衛,N
2019-12-07,1970.0,61.5,32.05,100.00%,公寓,51,1F/4F,3房2廳2衛,N
2019-12-07,1088.0,63.59,17.11,50.49%,套房,9,6F/9F,1房1廳1衛,N
2019-12-06,1980.0,55.59,35.63,65.54%,華廈,27,1F/6F,3房1廳1衛,N
2019-12-06,1077.0,53.0,20.33,49.30%,華廈,,2F/9F,,Y
2019-12-05,610.0,14.2,42.86,83.98%,公寓,32,2F/5F,4房2廳2衛,N
2019-12-04,550.0,40.81,13.47,47.53%,套房,24,10F/24F,1房1廳1衛,N
2019-12-04,1020.0,56.31,18.13,47.56%,華廈,,3F/9F,,Y
2019-12-03,990.0,42.81,23.11,72.26%,住宅大樓,22,12F/13F,2房1廳1衛,N
2019-12-02,480.0,16.91,28.43,82.69%,套房,36,5F/5F,4房0廳4衛,N
2019-12-02,420.0,16.41,25.69,91.52%,套房,36,4F/5F,3房0廳3衛,N
2019-12-02,1358.0,59.81,22.7,53.37%,住宅大樓,,3F/27F,,N
2019-12-02,1290.0,56.91,22.68,53.27%,住宅大樓,,5F/27F,,N
2019-12-02,520.0,50.91,10.21,63.08%,套房,24,8F/14F,1房1廳1衛,N
2019-12-02,1110.0,46.0,24.13,56.57%,華廈,13,2F/8F,2房2廳1衛,N
2019-12-01,1000.0,40.19,24.85,69.28%,住宅大樓,36,6F/12F,2房2廳1衛,N
2019-12-01,780.0,54.91,14.2,35.18%,套房,10,9F/15F,1房1廳1衛,N
2019-12-01,1080.0,30.59,35.35,73.92%,公寓,35,2F/5F,3房2廳2衛,N
2019-12-01,1370.0,45.41,30.18,86.06%,公寓,51,2F/4F,3房2廳1衛,N
2019-12-01,1058.0,58.41,18.12,47.60%,華廈,,8F/9F,,Y
2019-12-01,1030.0,56.81,18.13,47.56%,華廈,,5F/9F,,Y
2019-11-30,1276.0,54.59,23.38,52.38%,華廈,13,2F/8F,2房2廳1衛,N
2019-11-30,1345.0,38.19,35.24,68.76%,公寓,,5F/5F,5房3廳3衛,N
2019-11-30,1250.0,52.5,23.79,82.68%,公寓,,4F/4F,4房2廳2衛,N
2019-11-30,1180.0,46.59,25.32,100.00%,公寓,,"""3F/4F""",5房5廳5衛,N
2019-11-29,330.2,29.0,11.37,100.00%,公寓,51,2F/4F,3房1廳1衛,N
2019-11-29,1220.0,34.41,35.43,77.12%,公寓,36,2F/5F,3房1廳2衛,N
2019-11-29,950.0,39.09,24.33,33.62%,套房,25,6F/6F,1房1廳1衛,N
2019-11-28,1185.0,51.0,23.23,92.42%,公寓,,4F/4F,3房1廳1衛,N
2019-11-28,1260.0,50.41,25.02,55.53%,華廈,11,4F/9F,2房1廳1衛,N
2019-11-28,565.0,43.91,12.88,65.93%,套房,21,5F/5F,1房1廳1衛,N
2019-11-27,761.1,19.59,38.74,58.16%,華廈,12,6F/7F,4房2廳2衛,N
2019-11-27,800.0,27.5,29.04,74.61%,公寓,38,5F/5F,3房2廳1衛,N
2019-11-27,2688.0,0.0,65.44,,透天厝,21,A/5F,5房3廳4衛,N
2019-11-26,1160.0,44.59,26.01,87.23%,公寓,44,3F/4F,3房2廳2衛,N
2019-11-26,2230.0,46.31,48.16,60.61%,住宅大樓,23,3F/14F,4房2廳2衛,N
2019-11-26,921.0,34.91,26.4,85.41%,公寓,,4F/4F,3房2廳1衛,N
2019-11-25,1250.0,51.81,24.15,67.67%,住宅大樓,24,12F/15F,2房2廳1衛,N
2019-11-25,1325.0,44.09,30.07,70.56%,華廈,36,7F/7F,3房2廳1衛,N
2019-11-24,1358.0,46.91,28.98,100.00%,公寓,51,2F/4F,3房2廳2衛,N
2019-11-24,900.0,32.19,27.95,74.17%,公寓,35,2F/5F,3房2廳2衛,N
2019-11-24,1450.0,37.69,38.47,80.86%,公寓,38,3F/5F,4房2廳2衛,N
2019-11-23,800.0,28.8,27.8,84.17%,公寓,39,2F/5F,2房2廳1衛,N
2019-11-23,811.0,50.19,16.15,61.58%,套房,25,7F/13F,1房1廳1衛,N
2019-11-23,1400.0,45.81,30.6,100.00%,公寓,,3F/4F,4房2廳2衛,N
2019-11-23,1950.0,48.41,40.28,75.03%,住宅大樓,25,17F/17F,2房2廳2衛,N
2019-11-23,660.0,57.09,11.57,64.30%,套房,25,9F/15F,1房1廳1衛,N
2019-11-23,1350.0,40.09,33.7,88.55%,公寓,,1F/4F,4房2廳2衛,N
2019-11-22,1880.0,45.81,41.09,74.89%,華廈,36,4F/7F,3房2廳2衛,N
2019-11-22,1705.0,70.0,24.36,58.44%,華廈,1,7F/10F,2房2廳1衛,N
2019-11-22,1150.0,50.91,22.61,62.89%,華廈,27,5F/6F,2房2廳1衛,N
2019-11-22,1880.0,54.19,34.71,90.90%,公寓,,1F/4F,5房2廳2衛,N
2019-11-22,1750.0,42.91,40.8,81.47%,公寓,34,3F/5F,4房2廳2衛,N
2019-11-21,1.4,0.0,0.04,,公寓,35,3F/5F,3房2廳2衛,N
2019-11-21,1300.0,0.0,29.7,,透天厝,42,A/2F,5房2廳2衛,N
2019-11-21,1460.0,36.0,40.59,89.19%,公寓,,3F/4F,3房2廳2衛,N
2019-11-21,573.0,35.31,16.21,87.87%,公寓,38,3F/5F,3房2廳2衛,N
2019-11-21,850.0,35.41,24.03,94.69%,公寓,,3F/4F,3房2廳1衛,N
2019-11-20,1300.0,47.91,27.16,67.11%,住宅大樓,24,2F/15F,2房2廳1衛,N
2019-11-20,2530.0,49.41,51.19,65.65%,公寓,,1F/5F,4房3廳2衛,N
2019-11-20,2580.0,0.0,74.9,,透天厝,26,A/4F,5房2廳5衛,N
2019-11-17,670.0,13.5,49.53,92.01%,華廈,22,"""電梯樓梯間",走廊,
2019-11-17,520.0,68.31,7.61,47.20%,套房,11,4F/10F,1房1廳1衛,N
2019-11-17,906.0,30.41,29.8,73.05%,公寓,39,5F/5F,3房2廳1衛,N
2019-11-16,1235.0,45.0,27.45,80.33%,公寓,,4F/5F,3房2廳2衛,N
2019-11-16,470.0,18.2,25.89,82.62%,公寓,26,3F/5F,3房1廳1衛,N
2019-11-16,1306.0,45.5,28.7,84.38%,公寓,,4F/5F,3房2廳1衛,N
2019-11-16,1198.0,0.0,19.04,,透天厝,,A/2F,2房2廳1衛,N
2019-11-16,730.0,45.31,16.11,69.56%,華廈,25,2F/9F,2房2廳1衛,N
2019-11-16,900.0,60.0,14.99,68.97%,套房,24,8F/16F,1房1廳1衛,N
2019-11-15,4658.0,0.0,102.26,,透天厝,37,A/2F,6房3廳4衛,N
2019-11-15,1100.0,37.91,29.04,74.61%,公寓,38,5F/5F,3房2廳1衛,N
2019-11-15,1400.0,42.59,32.87,87.43%,公寓,36,3F/5F,3房2廳2衛,N
2019-11-15,2136.0,45.41,47.09,76.44%,住宅大樓,27,5F/15F,4房2廳2衛,N
2019-11-14,200.0,33.59,5.95,100.00%,公寓,,1F/4F,3房1廳2衛,N
2019-11-14,1100.0,29.0,37.95,87.21%,公寓,37,3F/5F,3房2廳2衛,N
2019-11-14,2388.0,67.0,35.62,43.44%,華廈,7,4F/7F,2房2廳2衛,N
2019-11-14,870.0,28.91,30.15,86.18%,公寓,,3F/4F,3房1廳1衛,N
2019-11-14,1400.0,38.31,36.53,79.37%,華廈,,2F/7F,3房2廳2衛,N
2019-11-13,650.0,39.31,16.54,100.00%,公寓,,"""3F/4F""",3房1廳2衛,N
2019-11-13,1500.0,46.0,32.62,90.57%,公寓,46,2F/4F,3房2廳2衛,N
2019-11-12,1040.0,69.5,14.96,56.66%,套房,11,6F/12F,1房1廳1衛,N
2019-11-11,1410.0,49.31,28.59,85.89%,公寓,,2F/4F,3房2廳2衛,N
2019-11-11,1075.0,43.0,24.99,84.34%,公寓,40,3F/5F,3房2廳2衛,N
2019-11-11,1850.0,47.5,38.92,69.16%,住宅大樓,20,10F/14F,4房2廳2衛,N
2019-11-10,803.0,40.41,19.89,69.37%,住宅大樓,23,7F/17F,2房2廳1衛,N
2019-11-10,880.0,32.19,27.32,89.58%,公寓,,3F/4F,6房0廳2衛,N
2019-11-10,710.0,22.7,31.22,87.48%,公寓,,4F/5F,3房2廳1衛,N
2019-11-09,1850.0,52.5,35.23,64.85%,住宅大樓,16,5F/14F,3房2廳2衛,N
2019-11-09,940.0,56.91,16.53,64.64%,套房,27,12F/15F,1房1廳1衛,N
2019-11-09,1185.0,43.91,26.97,50.50%,華廈,27,6F/6F,2房2廳2衛,N
2019-11-09,1500.0,48.19,31.1,59.90%,住宅大樓,5,7F/11F,3房2廳2衛,N
2019-11-08,1870.0,55.91,33.44,53.36%,住宅大樓,2,14F/18F,2房1廳1衛,N
2019-11-07,1450.0,66.19,21.91,43.71%,華廈,,1F/9F,,Y
2019-11-07,1830.0,63.69,28.74,52.82%,住宅大樓,,14F/14F,2房1廳1衛,N
2019-11-07,120.0,41.69,2.88,,其他,32,1F/7F,,N
2019-11-07,1430.0,45.59,31.37,86.52%,公寓,37,4F/5F,4房0廳4衛,N
2019-11-05,888.0,32.91,27.01,89.73%,公寓,37,5F/6F,3房2廳1衛,N
2019-11-05,1700.0,47.0,36.19,59.98%,華廈,25,4F/6F,3房1廳2衛,N
2019-11-05,1300.0,0.0,19.04,,透天厝,41,A/2F,2房2廳2衛,N
2019-11-05,1060.0,47.0,22.53,71.11%,華廈,25,2F/6F,2房2廳1衛,N
2019-11-05,600.0,42.81,14.01,100.00%,公寓,51,3F/4F,3房2廳2衛,N
2019-11-04,730.0,59.91,12.18,59.56%,套房,22,3F/6F,1房1廳1衛,N
2019-11-04,1600.0,36.69,43.61,48.01%,住宅大樓,26,2F/12F,2房2廳2衛,N
2019-11-04,1430.0,43.31,33.01,87.87%,公寓,36,1F/5F,3房2廳2衛,N
2019-11-04,3700.0,0.0,86.46,,透天厝,31,A/5F,5房2廳4衛,N
2019-11-04,850.0,37.19,22.83,86.83%,公寓,,2F/4F,2房2廳1衛,N
2019-11-04,644.0,45.81,14.07,100.00%,公寓,,4F/4F,6房0廳6衛,N
2019-11-03,1068.0,33.5,31.88,73.02%,公寓,38,2F/4F,3房2廳2衛,N
2019-11-03,2760.0,63.91,43.2,59.91%,住宅大樓,,11F/14F,3房2廳2衛,N
2019-11-03,900.0,31.7,28.39,92.74%,公寓,,4F/4F,3房2廳1衛,N
2019-11-03,1840.0,55.0,33.44,53.36%,住宅大樓,2,11F/18F,2房1廳1衛,N
2019-11-03,1200.0,31.8,37.73,84.28%,公寓,38,5F/5F,4房2廳2衛,N
2019-11-01,220.4,0.0,53.08,,透天厝,52,A/2F,,N
2019-11-01,1268.0,44.91,28.23,87.40%,公寓,,5F/5F,4房0廳3衛,N
2019-11-01,1042.0,41.81,24.91,69.48%,華廈,36,6F/7F,2房1廳1衛,N
2019-10-31,750.0,24.0,31.22,87.48%,公寓,,3F/5F,3房2廳1衛,N
2019-10-31,1150.0,46.69,24.6,98.40%,公寓,39,5F/5F,5房1廳2衛,N
2019-10-30,1700.0,62.69,27.13,65.61%,住宅大樓,13,6F/14F,2房1廳1衛,N
2019-10-30,2020.0,52.09,38.75,59.14%,住宅大樓,7,7F/14F,3房2廳2衛,N
2019-10-30,1047.0,55.5,18.86,46.58%,華廈,,3F/9F,1房1廳1衛,Y
2019-10-29,485.0,39.09,12.41,63.86%,住宅大樓,23,6F/17F,2房1廳1衛,N
2019-10-29,2530.0,9.7,259.52,67.87%,華廈,25,地下1F/10F,24房0廳0衛,N
2019-10-29,2150.0,68.69,31.28,57.20%,華廈,1,8F/10F,2房2廳1衛,N
2019-10-29,1250.0,31.91,39.15,80.06%,公寓,35,3F/5F,2房2廳2衛,N
2019-10-29,2030.0,71.12,28.54,79.52%,公寓,37,1F/5F,2房1廳2衛,N
2019-10-28,850.0,31.59,26.93,77.43%,公寓,36,4F/5F,3房2廳2衛,N
2019-10-28,370.0,42.0,8.82,60.45%,套房,23,6F/17F,1房0廳1衛,N
2019-10-27,1250.0,39.69,31.49,87.98%,公寓,,4F/5F,3房2廳2衛,N
2019-10-27,578.0,42.09,13.73,47.28%,套房,24,1F/24F,1房1廳1衛,N
2019-10-27,660.0,13.3,49.53,92.01%,華廈,22,"""電梯樓梯間",走廊,
2019-10-26,1088.0,34.91,31.2,90.11%,公寓,,3F/4F,3房2廳2衛,N
2019-10-26,530.0,38.69,13.71,47.35%,套房,24,8F/24F,1房1廳1衛,N
2019-10-26,538.0,39.69,13.54,47.29%,套房,24,8F/24F,1房1廳1衛,N
2019-10-24,2777.0,64.19,43.25,55.75%,住宅大樓,,3F/14F,3房2廳2衛,N
2019-10-23,6720.3,108.5,61.95,69.94%,華廈,1,1F/10F,3房2廳3衛,N
2019-10-23,2400.0,0.0,45.42,,透天厝,,A/2F,4房2廳2衛,N
2019-10-23,1200.0,51.31,23.4,91.99%,公寓,40,5F/5F,3房1廳3衛,N
2019-10-23,650.0,63.41,10.26,55.97%,套房,4,6F/12F,1房1廳1衛,N
2019-10-22,1280.0,52.19,24.52,69.99%,住宅大樓,20,7F/13F,2房2廳1衛,N
2019-10-21,1120.0,41.69,26.83,84.30%,公寓,40,2F/4F,3房2廳1衛,N
2019-10-21,640.0,21.0,30.45,85.24%,公寓,,2F/4F,3房2廳2衛,N
2019-10-21,1287.0,53.0,24.29,70.06%,住宅大樓,20,4F/13F,2房2廳1衛,N
2019-10-20,1150.0,41.0,28.06,91.81%,公寓,,5F/5F,3房2廳2衛,N
2019-10-20,1050.0,26.91,39.1,67.70%,公寓,35,3F/5F,3房2廳2衛,N
2019-10-20,1280.0,43.91,29.19,100.00%,公寓,47,3F/4F,4房2廳2衛,N
2019-10-19,870.0,62.19,14.0,56.19%,套房,16,7F/10F,1房1廳1衛,N
2019-10-19,2170.0,69.88,31.03,87.42%,公寓,,1F/4F,3房2廳1衛,N
2019-10-18,800.0,33.19,24.11,81.53%,公寓,,5F/5F,3房2廳1衛,N
2019-10-18,1400.0,48.59,28.83,82.21%,公寓,37,1F/5F,13房1廳13衛,N
2019-10-18,1920.0,69.19,27.74,73.32%,住宅大樓,25,5F/14F,3房2廳2衛,N
2019-10-18,952.0,31.7,30.03,100.00%,公寓,,1F/4F,4房2廳2衛,N
2019-10-18,920.0,34.0,27.05,100.00%,公寓,,1F/4F,3房2廳1衛,N
2019-10-17,800.0,27.09,29.53,79.74%,公寓,32,3F/5F,3房2廳2衛,N
2019-10-16,1080.0,37.91,28.53,84.40%,公寓,31,4F/5F,3房2廳1衛,N
2019-10-15,400.0,19.2,20.79,74.87%,華廈,37,1F/10F,3房2廳2衛,N
2019-10-15,1560.0,40.09,38.9,85.94%,公寓,36,5F/5F,10房0廳10衛,N
2019-10-14,450.0,53.81,8.36,58.88%,套房,25,6F/13F,1房1廳1衛,N
2019-10-13,1000.0,38.59,25.91,76.97%,華廈,19,8F/10F,2房2廳1衛,N
2019-10-13,1120.0,46.69,24.0,75.50%,公寓,36,4F/5F,3房2廳1衛,N
2019-10-13,548.0,36.59,14.99,63.67%,套房,36,5F/7F,1房1廳1衛,N
2019-10-12,2203.0,70.38,31.28,57.20%,華廈,1,5F/10F,2房2廳1衛,N
2019-10-11,1350.0,48.09,28.05,73.76%,華廈,24,5F/9F,2房2廳1衛,N
2019-10-10,1318.0,37.41,35.28,86.38%,公寓,37,2F/5F,3房2廳2衛,N
2019-10-10,1088.0,48.91,22.24,91.00%,公寓,39,5F/5F,2房1廳1衛,N
2019-10-09,770.0,55.59,13.85,57.93%,套房,13,3F/5F,1房1廳1衛,N
2019-10-09,1200.0,0.0,34.62,,透天厝,,A/2F,3房1廳1衛,N
2019-10-08,1727.0,51.0,33.87,72.96%,住宅大樓,21,7F/12F,3房2廳2衛,N
2019-10-08,1800.0,46.91,38.4,71.83%,華廈,30,3F/8F,4房2廳2衛,N
2019-10-08,2200.0,61.59,35.7,79.75%,公寓,30,1F/5F,3房2廳2衛,N
2019-10-08,2000.0,41.31,48.41,74.29%,華廈,38,3F/8F,4房1廳2衛,N
2019-10-08,1980.0,60.69,32.65,78.73%,華廈,35,1F/10F,2房2廳2衛,N
2019-10-07,1200.0,46.31,25.91,76.97%,華廈,19,4F/10F,3房2廳1衛,N
2019-10-06,1180.0,35.19,33.5,81.06%,公寓,37,5F/5F,3房2廳2衛,N
2019-10-06,1000.0,30.2,33.1,87.90%,公寓,39,3F/5F,3房2廳2衛,N
2019-10-06,1290.0,55.5,23.26,60.53%,華廈,25,5F/9F,3房1廳1衛,N
2019-10-06,1600.0,60.19,26.56,69.75%,住宅大樓,20,3F/13F,3房2廳2衛,N
2019-10-06,965.0,55.31,17.45,47.06%,住宅大樓,17,7F/12F,3房1廳1衛,N
2019-10-05,1500.0,43.81,34.22,73.35%,公寓,34,5F/5F,3房2廳1衛,N
2019-10-05,500.0,38.91,12.87,66.49%,套房,27,5F/10F,1房1廳1衛,N
2019-10-05,1050.0,53.59,19.61,100.00%,公寓,,"""平台","1F/4F""",N
2019-10-04,702.0,30.0,23.39,83.01%,公寓,,4F/4F,3房1廳1衛,N
2019-10-03,1780.0,54.81,32.48,58.41%,住宅大樓,2,12F/18F,2房2廳1衛,N
2019-10-02,1450.0,40.5,35.83,62.74%,華廈,36,5F/7F,3房1廳1衛,N
2019-10-02,300.0,16.5,18.18,100.00%,公寓,,2F/3F,2房2廳1衛,N
2019-09-29,880.0,34.69,25.38,91.69%,公寓,,4F/5F,2房2廳1衛,N
2019-09-29,1250.0,59.41,21.05,57.00%,華廈,7,6F/10F,1房1廳1衛,N
2019-09-29,2550.0,56.19,45.34,60.58%,住宅大樓,9,5F/19F,4房2廳2衛,N
2019-09-28,1103.0,28.09,39.26,80.46%,公寓,31,4F/5F,2房2廳1衛,N
2019-09-28,800.0,30.5,26.24,74.71%,公寓,36,4F/5F,3房2廳2衛,N
2019-09-27,660.0,49.59,13.32,58.81%,套房,16,6F/14F,0房1廳1衛,N
2019-09-27,438.0,49.69,8.82,78.19%,公寓,36,1F/5F,1房1廳1衛,N
2019-09-27,2000.0,0.0,27.42,,透天厝,,A/2F,2房1廳1衛,N
2019-09-26,750.0,28.59,26.24,74.71%,公寓,36,3F/5F,,N
2019-09-26,900.0,40.41,22.27,79.06%,華廈,32,4F/7F,2房1廳1衛,N
2019-09-26,1160.0,37.31,31.06,92.71%,公寓,,4F/4F,2房2廳1衛,N
2019-09-26,1630.0,45.41,35.89,77.17%,公寓,36,3F/5F,3房2廳2衛,N
2019-09-26,2500.0,0.0,67.83,,透天厝,32,A/3F,5房3廳3衛,N
2019-09-25,1000.0,46.91,21.32,100.00%,公寓,,2F/4F,3房2廳1衛,N
2019-09-25,2135.0,48.59,43.94,72.55%,住宅大樓,24,10F/210F,4房2廳2衛,N
2019-09-23,101.0,17.59,5.72,83.46%,公寓,40,3F/5F,3房2廳1衛,N
2019-09-23,1250.0,37.91,33.0,69.66%,公寓,,3F/4F,3房2廳3衛,N
2019-09-23,1168.0,34.41,33.97,90.11%,公寓,45,3F/4F,4房2廳2衛,N
2019-09-23,1300.0,50.0,26.0,86.09%,公寓,,4F/4F,2房2廳2衛,N
2019-09-22,605.0,59.5,10.16,50.70%,華廈,,3F/4F,1房0廳1衛,Y
2019-09-22,1730.0,64.81,26.69,83.99%,公寓,,1F/4F,0房1廳1衛,N
2019-09-21,2260.0,0.0,46.83,,透天厝,,A/2F,5房3廳3衛,N
2019-09-21,1370.0,64.31,21.32,100.00%,公寓,,1F/4F,3房2廳1衛,N
2019-09-20,950.0,35.0,27.16,79.06%,公寓,,4F/4F,3房2廳1衛,N
2019-09-20,615.8,21.41,28.74,88.22%,公寓,,3F/5F,3房2廳2衛,N
2019-09-20,1387.4,52.31,26.53,55.70%,住宅大樓,2,8F/18F,2房1廳1衛,N
2019-09-19,1320.0,44.31,29.77,85.67%,公寓,39,5F/5F,4房2廳2衛,N
2019-09-19,1600.0,47.31,33.82,80.90%,公寓,30,5F/5F,3房2廳2衛,N
2019-09-19,995.0,36.31,27.39,75.70%,公寓,38,4F/5F,2房1廳1衛,N
2019-09-18,1695.0,69.62,24.36,58.44%,華廈,1,4F/10F,2房2廳1衛,N
2019-09-18,1380.0,52.0,26.53,55.70%,住宅大樓,2,7F/18F,2房1廳1衛,N
2019-09-17,802.6,24.09,33.27,85.86%,公寓,38,3F/5F,3房2廳2衛,N
2019-09-16,1112.0,40.41,27.52,83.78%,公寓,,3F/5F,2房2廳2衛,N
2019-09-16,1450.0,52.19,27.75,89.82%,公寓,,1F/4F,3房2廳3衛,N
2019-09-15,1350.0,48.09,28.04,62.25%,華廈,10,2F/8F,2房2廳1衛,N
2019-09-15,1368.0,42.59,32.14,75.74%,華廈,37,3F/7F,3房2廳2衛,N
2019-09-13,1200.0,54.69,21.94,71.75%,住宅大樓,23,10F/13F,2房2廳1衛,N
2019-09-13,960.0,39.31,24.4,84.69%,公寓,39,2F/5F,3房2廳1衛,N
2019-09-12,1168.0,66.81,17.49,46.87%,華廈,,8F/9F,,Y
2019-09-12,1580.0,40.41,39.07,80.50%,公寓,27,2F/5F,4房2廳2衛,N
2019-09-12,450.0,12.8,35.28,86.38%,公寓,37,4F/5F,3房2廳2衛,N
