"買賣案件:臺北市文山區房地(土地+建物),建物,108 年 1 月 至108 年 12 月",,,,,,,,,,,,,,,,,,,
地段位置或門牌,社區簡稱,交易年月,總價(萬元),單價,總面積,主建物佔比,型態,屋齡,樓別/樓高,交易標的,交易筆棟數,建物現況格局,車位總價,管理組織,電梯,主要用途,備註,,
木新路二段２９９巷５號二樓,,108/12/28,1400,41,34.15,100.00%,公寓(5樓含以下無電梯),,"二層,陽台/四層",房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,,,
辛亥路七段６９巷７號３樓,,108/12/28,835,47.4,17.61,75.98%,公寓(5樓含以下無電梯),43,三層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,含增建或未登記建物。;,,
興隆路二段１５３巷６弄９號地下２層之６,靜心文鼎,108/12/28,220,12.3,17.87,97.53%,華廈(10層含以下有電梯),22,"電梯樓梯間,地下二層/六層",房地(土地+建物),土:2 建:1車:0,,,無,無,商業用,,,
興隆路二段１５３巷６弄９號地下２層之３,靜心文鼎,108/12/28,680,13.7,49.53,92.01%,華廈(10層含以下有電梯),22,"電梯樓梯間,走廊,地下二層/六層",房地(土地+建物),土:2 建:1車:0,,,無,無,商業用,,,
景興路１５３巷１４弄１２號四樓,景美花園新廈住戶,108/12/27,1140,47.5,24.01,86.13%,公寓(5樓含以下無電梯),37,四層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,無,住家用,含增建或未登記建物。;,,
木新路三段３７１號,,108/12/27,2000,0,38.23,,透天厝,,全/二層,房地(土地+建物),土:1 建:1車:0,0房0廳2衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,,
忠順街一段２６巷３０弄３號６樓,,108/12/27,1258,51.7,24.33,33.62%,套房(1房(1廳)1衛),25,六層/六層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,,,
萬安街５６巷５號２樓之５,萬芳,108/12/26,1050,42.2,24.91,69.48%,華廈(10層含以下有電梯),36,二層/七層,房地(土地+建物),土:3 建:1車:0,3房2廳2衛,,有,無,住家用,含增建或未登記建物。;,,
興隆路二段２２４之４號２樓,敦南樂高,108/12/26,1124,46.6,24.1,78.12%,華廈(10層含以下有電梯),33,二層/九層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,無,住家用,內含獨立產權公設，未包含在棟數內。含增建或未登記建物。;,,
新光路一段１６４號四樓,,108/12/26,690,28.5,24.18,91.74%,公寓(5樓含以下無電梯),,四層/四層,房地(土地+建物),土:2 建:1車:0,3房1廳1衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;,,
景興路３００號３樓之２,天際,108/12/26,1168,58.9,19.83,54.42%,住宅大樓(11層含以上有電梯),,三層/二十七層,房地(土地+建物),土:3 建:1車:0,,,無,無,住家用,,,
忠順街一段４１巷２０號八樓,文山晶硯,108/12/26,993.5,55.3,17.98,43.72%,華廈(10層含以下有電梯),,八層/九層,房地(土地+建物),土:1 建:1車:0,,,有,有,住家用,毛胚屋;,,
羅斯福路六段１６４號,,108/12/25,7500,0,60.19,,透天厝,,全/三層,房地(土地+建物),土:2 建:1車:0,,,無,無,商業用,,,
興隆路三段１８５巷５弄１號４樓,,108/12/25,1080,29.1,37.15,68.27%,公寓(5樓含以下無電梯),36,四層/五層,房地(土地+建物),土:7 建:1車:0,3房2廳2衛,,有,無,住家用,含增建或未登記建物。;,,
木新路三段２４３巷１弄３號二樓,山水情懷公寓,108/12/25,1415,57,24.83,72.90%,公寓(5樓含以下無電梯),27,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,有,無,住家用,"5樓建物,但有電梯含增建或未登記建物。;",,
興隆路二段８６巷１６號四樓,達官道,108/12/24,1980,38.5,51.45,59.69%,住宅大樓(11層含以上有電梯),11,四層/十三層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,無,住家用,親友、員工或其他特殊關係間之交易。;,,
興隆路三段１１６巷３弄９號,,108/12/24,952,115.7,8.23,100.00%,公寓(5樓含以下無電梯),,一層/四層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;,,
興隆路三段２０７巷７弄１２號５樓,,108/12/24,850,22.8,37.27,71.60%,公寓(5樓含以下無電梯),38,五層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳1衛,,有,無,住家用,,,
辛亥路五段５５巷１８號三樓,,108/12/23,1100,33.5,32.84,86.24%,公寓(5樓含以下無電梯),37,三層/五層,房地(土地+建物),土:6 建:1車:0,3房2廳2衛,,無,無,住家用,,,
羅斯福路五段２１８巷５號３樓,,108/12/23,1380,52.1,26.47,89.96%,公寓(5樓含以下無電梯),37,三層/五層,房地(土地+建物),土:7 建:1車:0,3房2廳2衛,,無,無,住家用,含增建或未登記建物。,,
木柵路二段１０９巷２７弄７號五樓,南方桃花源,108/12/22,1080,32.2,33.5,81.28%,公寓(5樓含以下無電梯),32,五層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,無,住家用,含增建或未登記建物。;,,
溪口街６６巷１０號,幸福御守,108/12/22,2560,60.9,42.06,61.30%,華廈(10層含以下有電梯),7,"一層,地下一層/五層",房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,本案五層有電梯。含增建或未登記建物。;,,
羅斯福路五段１７０巷１１號５樓,,108/12/21,1492,49.4,30.22,89.31%,公寓(5樓含以下無電梯),,五層/五層,房地(土地+建物),土:1 建:1車:0,6房1廳6衛,,無,無,住家用,含增建或未登記建物。;,,
景隆街４２號４樓,,108/12/21,1330,43.2,30.79,93.96%,公寓(5樓含以下無電梯),,五層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,含增建或未登記建物。;,,
興隆路二段２４４巷３２號２樓,,108/12/21,940,43.5,21.62,100.00%,公寓(5樓含以下無電梯),,"二層,陽台/四層",房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,含增建或未登記建物。;,,
和興路５２巷７弄９號四樓,,108/12/21,1188,35.3,33.69,87.30%,公寓(5樓含以下無電梯),38,四層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,含增建或未登記建物。;,,
木新路二段１１號８樓,綠隄,108/12/20,795,51.2,15.53,60.32%,套房(1房(1廳)1衛),24,八層/十四層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,無,住家用,含增建或未登記建物。;,,
永安街７號５樓,富麗,108/12/20,1365,38.4,35.54,78.56%,公寓(5樓含以下無電梯),39,五層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,含增建或未登記建物。;,,
忠順街一段４１巷１８號四樓,文山晶硯,108/12/20,1028,56.7,18.12,47.60%,華廈(10層含以下有電梯),,四層/九層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,,,
景華街１４７巷１３號四樓,,108/12/18,930,37.8,24.61,100.00%,公寓(5樓含以下無電梯),,四層/四層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用,,,
辛亥路四段２１巷５８號,,108/12/18,2277,45.3,50.3,91.26%,公寓(5樓含以下無電梯),33,一層/五層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,無,住家用,含增建或未登記建物。;,,
興隆路二段２０３巷１１４號１１樓,敦南如意,108/12/18,1206,52.4,23.02,67.94%,住宅大樓(11層含以上有電梯),22,十一層/十一層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,無,住家用,含增建或未登記建物。;,,
景華街１７１號,,108/12/18,1900,54,35.18,100.00%,公寓(5樓含以下無電梯),,"一層,平台/四層",房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,商業用,,,
福興路６３巷４弄１１之９號５樓,興隆及第,108/12/17,900,38.6,23.29,75.74%,華廈(10層含以下有電梯),23,"五層,電梯樓梯間/八層",房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,無,住家用,,,
景隆街１９巷１７號,,108/12/16,720,27.9,25.83,84.54%,公寓(5樓含以下無電梯),,一層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;,,
和平東路四段１０１巷８弄８號,,108/12/16,3000,0,62.71,,透天厝,38,全/二層,房地(土地+建物),土:1 建:1車:0,6房2廳4衛,,有,無,住家用,含增建或未登記建物。;,,
景仁街７９巷４號四樓,,108/12/16,1500,48.3,31.03,86.04%,公寓(5樓含以下無電梯),,四層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,,,
辛亥路四段２１巷２８號４樓,,108/12/16,1100,32.5,33.88,89.31%,公寓(5樓含以下無電梯),33,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,含增建或未登記建物。權利人共2人,,
辛亥路四段７７巷１６號１０樓,敦南金典,108/12/15,1376,51.3,26.84,65.10%,住宅大樓(11層含以上有電梯),21,十層/十一層,房地(土地+建物),土:3 建:1車:0,2房2廳1衛,,有,無,住家用,含增建或未登記建物。,,
樟新街５４號四樓,家麗堡,108/12/14,1030,45.5,22.61,62.89%,華廈(10層含以下有電梯),27,四層/六層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,含增建或未登記建物。;,,
景福街５４巷５弄２３號６樓,,108/12/14,2160,57.5,37.54,54.88%,住宅大樓(11層含以上有電梯),21,六層/十六層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,含增建或未登記建物。;,,
興隆路一段５５巷６號三樓,,108/12/14,720,27.4,26.25,100.00%,公寓(5樓含以下無電梯),48,"三層,陽台/四層",房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;,,
羅斯福路四段２００號２樓之３０,台大金站,108/12/14,182,40,4.55,22.36%,華廈(10層含以下有電梯),22,二層/十層,房地(土地+建物),土:3 建:1車:0,,,有,無,其他,,,
辛亥路四段７７巷９２弄９號十樓之５,愛眉山莊,108/12/14,835,50.8,16.45,65.14%,套房(1房(1廳)1衛),16,十層/十四層,房地(土地+建物),土:3 建:1車:0,1房1廳1衛,,有,無,住家用,,,
興德路３０巷２號３樓,,108/12/13,895,34.2,26.16,92.24%,公寓(5樓含以下無電梯),40,三層/五層,房地(土地+建物),土:3 建:1車:0,3房3廳3衛,,無,無,住家用,,,
試院路１５４巷２弄２９號２樓,,108/12/13,880,29.2,30.15,86.18%,公寓(5樓含以下無電梯),,二層/四層,房地(土地+建物),土:2 建:1車:0,6房0廳4衛,,無,無,住家用,含增建或未登記建物。;,,
和平東路四段８７號五樓,,108/12/13,575,29.3,19.61,68.75%,公寓(5樓含以下無電梯),39,五層/五層,房地(土地+建物),土:4 建:1車:0,3房2廳2衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;,,
育英街７９號五樓,玖原青,108/12/13,1577,77.2,20.43,54.88%,華廈(10層含以下有電梯),,五層/七層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,,,
福興路７８巷１弄４號,,108/12/13,1080,33.6,32.13,87.59%,公寓(5樓含以下無電梯),38,一層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;,,
育英街８９號五樓之２,玖原青,108/12/13,1474,76.2,19.35,54.69%,華廈(10層含以下有電梯),,五層/九層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,有,住家用,預售屋、或土地及建物分件登記案件;,,
辛亥路七段８４巷３號二樓之１,台北知音,108/12/12,1180,48.5,24.31,61.91%,華廈(10層含以下有電梯),19,二層/十層,房地(土地+建物),土:2 建:1車:0,2房2廳2衛,,有,無,住家用,含增建或未登記建物。;,,
保儀路１０９巷１８弄７號,,108/12/12,420,20.2,20.76,100.00%,公寓(5樓含以下無電梯),,一層/四層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;,,
福興路８２巷５弄１１號四樓,,108/12/12,852,30.7,27.72,88.81%,公寓(5樓含以下無電梯),36,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,有,無,住家用,,,
景興路９６巷３號,,108/12/12,1960,61.2,32.05,100.00%,公寓(5樓含以下無電梯),51,一層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,,,
興隆路二段２０３巷１１６號１０樓,敦南如意,108/12/12,1200,47.7,25.15,66.55%,住宅大樓(11層含以上有電梯),22,十層/十一層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,無,住家用,含增建或未登記建物。,,
興隆路一段１６７號二樓,,108/12/11,1290,39.1,32.98,82.16%,公寓(5樓含以下無電梯),33,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,,,
景興路２６２號３樓之７,伊勢丹,108/12/11,645,56.5,11.42,58.12%,套房(1房(1廳)1衛),10,三層/十五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,無,辦公用,含增建或未登記建物。,,
景興路３００號二十樓之７,天際,108/12/11,1218,67.9,17.94,54.07%,住宅大樓(11層含以上有電梯),,二十層/二十七層,房地(土地+建物),土:3 建:1車:0,,,無,有,住家用,預售屋、或土地及建物分件登記案件;,,
光輝路７１巷６號四樓,,108/12/10,1600,39.2,40.8,88.86%,公寓(5樓含以下無電梯),,四層/四層,房地(土地+建物),土:2 建:1車:0,4房2廳2衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;受債權債務影響或債務抵償之交易。;,,
興隆路一段２０２巷７弄１號４樓,,108/12/10,1550,42.8,36.2,100.00%,公寓(5樓含以下無電梯),,"四層,陽台/四層",房地(土地+建物),土:2 建:1車:0,3房2廳1衛,,無,無,住家用,含增建或未登記建物。;,,
羅斯福路五段２１８巷３８弄１５號十四樓,蝶飛鳳舞,108/12/09,886,65,13.62,61.46%,套房(1房(1廳)1衛),22,十四層/十六層,房地(土地+建物),土:3 建:1車:0,,,有,無,住家用,,,
福興路９６號５樓之３,敦南包廂,108/12/08,528,49.8,10.59,62.42%,套房(1房(1廳)1衛),24,五層/六層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,無,住家用,含增建或未登記建物。;,,
興隆路四段１０９巷９８號四樓,,108/12/08,1100,34.1,32.27,86.73%,公寓(5樓含以下無電梯),38,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,含增建或未登記建物。;,,
和興路５２巷７弄６號七樓之１,,108/12/08,1575,49.2,32.03,64.57%,住宅大樓(11層含以上有電梯),23,七層/十三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,含增建或未登記建物。;,,
興隆路二段２２６巷８號３樓,敦南樂高,108/12/08,2412,53.2,45.32,83.20%,華廈(10層含以下有電梯),33,三層/九層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,無,住家用,內含獨立產權公設，未包含在棟數內。含增建或未登記建物。;,,
木新路二段４３巷１９號７樓,綠色傳奇NO.2,108/12/08,580,49.8,11.64,57.96%,住宅大樓(11層含以上有電梯),25,七層/十一層,房地(土地+建物),土:1 建:1車:0,2房0廳2衛,,有,無,住家用,含增建或未登記建物。,,
忠順街二段９０巷２２號５樓,,108/12/08,888,36.7,24.21,78.60%,公寓(5樓含以下無電梯),37,五層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,含增建或未登記建物。,,
和興路１１８號７樓,御華庭,108/12/08,1580,51.7,30.55,45.72%,華廈(10層含以下有電梯),24,七層/八層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,有,無,住家用,含增建或未登記建物。,,
景興路９６巷５號,,108/12/07,1970,61.5,32.05,100.00%,公寓(5樓含以下無電梯),51,一層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,,,
興隆路一段１０１號６樓,台大智慧家,108/12/07,1088,63.6,17.11,50.49%,套房(1房(1廳)1衛),9,六層/九層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,無,住家用,含增建或未登記建物。,,
育英街３１巷３８弄１０號四樓,,108/12/06,1166,47.8,24.39,100.00%,公寓(5樓含以下無電梯),48,"四層,陽台/四層",房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,,,
興隆路四段７４巷２１弄１３號,,108/12/06,1980,55.6,35.63,65.54%,華廈(10層含以下有電梯),27,一層/六層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用,含增建或未登記建物。;,,
萬慶街２９之２號二樓,,108/12/06,900,32.1,28.07,100.00%,公寓(5樓含以下無電梯),,"二層,陽台/四層",房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;,,
忠順街一段４１巷１６號二樓,文山晶硯,108/12/06,1077,53,20.33,49.30%,華廈(10層含以下有電梯),,二層/九層,房地(土地+建物),土:1 建:1車:0,,,有,有,住家用,毛胚屋;,,
木柵路二段１０９巷３０號二樓,南方桃花源,108/12/05,610,14.2,42.86,83.98%,公寓(5樓含以下無電梯),32,二層/五層,房地(土地+建物),土:4 建:1車:0,4房2廳2衛,,有,無,住家用,親友、員工或其他特殊關係間之交易。;,,
興隆路一段５５巷８號２樓,,108/12/05,1320,38.4,34.39,100.00%,公寓(5樓含以下無電梯),,"二層,陽台/四層",房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,含增建或未登記建物。;,,
景興路１８８號１０樓之９,巨星廣場大廈住商,108/12/04,550,40.8,13.47,47.53%,套房(1房(1廳)1衛),24,十層/二十四層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,無,商業用,,,
忠順街一段４１巷１８號三樓,文山晶硯,108/12/04,1020,56.3,18.13,47.56%,華廈(10層含以下有電梯),,三層/九層,房地(土地+建物),土:1 建:1車:0,,,有,有,住家用,毛胚屋;,,
木柵路二段５７號十二樓之２,再興摩登天廈,108/12/03,990,42.8,23.11,72.26%,住宅大樓(11層含以上有電梯),22,十二層/十三層,房地(土地+建物),土:4 建:1車:0,2房1廳1衛,,有,無,住家用,,,
景文街４４號五樓,,108/12/02,480,16.9,28.43,82.69%,套房(1房(1廳)1衛),36,五層/五層,建物,土:0 建:1車:0,4房0廳4衛,,無,無,住家用,"權利人3位,土地和祭祀公業有租約",,
景文街４４號四樓,,108/12/02,420,16.4,25.69,91.52%,套房(1房(1廳)1衛),36,四層/五層,建物,土:0 建:1車:0,3房0廳3衛,,無,無,住家用,"權利人3位,土地和祭祀公業有租約",,
景興路３００號３樓,天際,108/12/02,1358,59.8,22.7,53.37%,住宅大樓(11層含以上有電梯),,三層/二十七層,房地(土地+建物),土:3 建:1車:0,,,無,無,住家用,,,
景興路３００號５樓,天際,108/12/02,1290,56.9,22.68,53.27%,住宅大樓(11層含以上有電梯),,五層/二十七層,房地(土地+建物),土:3 建:1車:0,,,無,無,住家用,簽約日:104.12.04,,
木新路二段３３號８樓,綠隄,108/12/02,520,50.9,10.21,63.08%,套房(1房(1廳)1衛),24,八層/十四層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,無,住家用,含增建或未登記建物。,,
福興路１０８號２樓,興隆世家,108/12/02,1110,46,24.13,56.57%,華廈(10層含以下有電梯),13,二層/八層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,無,住家用,含增建或未登記建物。,,
萬美街二段２巷１號６樓之１,,108/12/01,1000,40.2,24.85,69.28%,住宅大樓(11層含以上有電梯),36,六層/十二層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,無,住家用,,,
景興路２６２號９樓,伊勢丹,108/12/01,780,54.9,14.2,35.18%,套房(1房(1廳)1衛),10,九層/十五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,無,住家用,含增建或未登記建物。;,,
興隆路三段２０７巷１２弄６號２樓,寶來,108/12/01,1080,30.6,35.35,73.92%,公寓(5樓含以下無電梯),35,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,含增建或未登記建物。;,,
景仁街７７巷５弄４號二樓,,108/12/01,1370,45.4,30.18,86.06%,公寓(5樓含以下無電梯),51,二層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,,,
忠順街一段４１巷１８號八樓,文山晶硯,108/12/01,1058,58.4,18.12,47.60%,華廈(10層含以下有電梯),,八層/九層,房地(土地+建物),土:1 建:1車:0,,,有,有,住家用,毛胚屋;,,
忠順街一段４１巷１８號五樓,文山晶硯,108/12/01,1030,56.8,18.13,47.56%,華廈(10層含以下有電梯),,五層/九層,房地(土地+建物),土:1 建:1車:0,,,有,有,住家用,毛胚屋;,,
三福街７９號２樓,龍都翠庭,108/11/30,1276,54.6,23.38,52.38%,華廈(10層含以下有電梯),13,二層/八層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,含增建或未登記建物。,,
秀明路二段１１２巷１５號５樓,,108/11/30,1345,38.2,35.24,68.76%,公寓(5樓含以下無電梯),,五層/五層,房地(土地+建物),土:1 建:1車:0,5房3廳3衛,,無,無,住家用,含增建或未登記建物。,,
羅斯福路五段１７６巷４１號四樓,,108/11/30,1250,52.5,23.79,82.68%,公寓(5樓含以下無電梯),,四層/四層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,含增建或未登記建物。;,,
興隆路一段１９９號三樓,,108/11/30,1180,46.6,25.32,100.00%,公寓(5樓含以下無電梯),,"陽台,三層/四層",房地(土地+建物),土:1 建:1車:0,5房5廳5衛,,無,無,住家用,,,
萬慶街５６號２樓,,108/11/29,330.2,29,11.37,100.00%,公寓(5樓含以下無電梯),51,二層/四層,房地(土地+建物),土:2 建:1車:0,3房1廳1衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;,,
木新路二段７９巷１２弄８號二樓,,108/11/29,1220,34.4,35.43,77.12%,公寓(5樓含以下無電梯),36,二層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;,,
永安街６巷５號,,108/11/29,1500,52.2,28.76,100.00%,公寓(5樓含以下無電梯),,"一層,平台/四層",房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,含增建或未登記建物。;,,
忠順街一段２６巷３０弄３號６樓,,108/11/29,950,39.1,24.33,33.62%,套房(1房(1廳)1衛),25,六層/六層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,,,
景興路１２９號４樓,,108/11/28,1185,51,23.23,92.42%,公寓(5樓含以下無電梯),,四層/四層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用,含增建或未登記建物。兩人共有,,
和興路２６巷７號４樓之１,世新寶藏,108/11/28,1260,50.4,25.02,55.53%,華廈(10層含以下有電梯),11,四層/九層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,有,無,住家用,含增建或未登記建物。,,
新光路一段２９號５樓,,108/11/28,565,43.9,12.88,65.93%,套房(1房(1廳)1衛),21,五層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,含增建或未登記建物。;,,
公館街１２號六樓,文山公?華廈,108/11/27,761.1,19.6,38.74,58.16%,華廈(10層含以下有電梯),12,六層/七層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;,,
興隆路三段２０７巷９弄３號五樓,,108/11/27,800,27.5,29.04,74.61%,公寓(5樓含以下無電梯),38,五層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳1衛,,無,無,住家用,含增建或未登記建物。;,,
政大一街３２０巷２９號,美墅賞,108/11/27,2688,0,65.44,,透天厝,21,全/五層,房地(土地+建物),土:2 建:1車:0,5房3廳4衛,,有,無,其他,,,
興隆路一段２０１號３樓,,108/11/26,1160,44.6,26.01,87.23%,公寓(5樓含以下無電梯),44,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,含增建或未登記建物。,,
景後街１２４號３樓,天第,108/11/26,2230,46.3,48.16,60.61%,住宅大樓(11層含以上有電梯),23,三層/十四層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,無,商業用,含增建或未登記建物。,,
福興路６３巷４弄８號,,108/11/26,525,53.6,9.8,100.00%,公寓(5樓含以下無電梯),,"一層,平台/四層",房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;,,
景福街１２９號４樓,,108/11/26,921,34.9,26.4,85.41%,公寓(5樓含以下無電梯),,四層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,,,
辛亥路四段２１巷４號１２樓,南方藝術宮殿,108/11/25,1250,51.8,24.15,67.67%,住宅大樓(11層含以上有電梯),24,十二層/十五層,房地(土地+建物),土:4 建:1車:0,2房2廳1衛,,有,無,住家用,內含獨立產權公設，未包含在棟數內。含增建或未登記建物。;,,
