"買賣案件:臺北市文山區房地(土地+建物),建物,107 年 1 月 至107 年 12 月",,,,,,,,,,,,,,,,,,,
地段位置或門牌,社區簡稱,交易年月,總價(萬元),單價,總面積,主建物佔比,型態,屋齡,樓別/樓高,交易標的,交易筆棟數,建物現況格局,車位總價,管理組織,電梯,主要用途,備註,,
溪口街５５巷４弄６號二樓,,107/12/22,1200,41.8,28.71,84.30%,公寓(5樓含以下無電梯),38,二層/五層,房地(土地+建物),土:2 建:1車:0,2房1廳1衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;,,
景文街１號七樓之３,,107/12/22,920,66.3,13.87,63.41%,套房(1房(1廳)1衛),14,七層/十三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,無,住家用,,,
景福街５４巷５弄５號九樓,,107/12/22,1820,48.7,37.4,54.91%,住宅大樓(11層含以上有電梯),20,九層/十五層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,有,無,住家用,親友、員工或其他特殊關係間之交易。;,,
仙岩路１６巷３９弄８號３樓,,107/12/22,764,30.8,24.78,100.00%,公寓(5樓含以下無電梯),,"三層,陽台/四層",房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,,,
興隆路三段２０５之２號三樓,,107/12/20,1339,37.4,35.83,86.56%,公寓(5樓含以下無電梯),37,三層/五層,房地(土地+建物),土:2 建:1車:0,5房0廳5衛,,有,無,住家用,,,
萬隆街１７之１號,,107/12/20,1508,55.9,26.96,100.00%,公寓(5樓含以下無電梯),44,一層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,含增建或未登記建物。;,,
興隆路二段８號十樓,靜心連雲,107/12/19,5380,69.8,77.13,52.99%,住宅大樓(11層含以上有電梯),3,十層/十四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,,,
木柵路一段３６２號三樓,,107/12/19,930,33,28.16,100.00%,公寓(5樓含以下無電梯),51,三層/三層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;,,
木柵路一段３６４號三樓,,107/12/19,1143,40.6,28.16,100.00%,公寓(5樓含以下無電梯),51,三層/三層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;,,
木柵路一段３７８巷２號二樓,,107/12/19,801,22.6,35.39,84.59%,公寓(5樓含以下無電梯),,二層/四層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住商用,親友、員工或其他特殊關係間之交易。;,,
辛亥路四段１６６巷５之２號５樓,,107/12/19,1550,43.9,35.3,79.70%,公寓(5樓含以下無電梯),,五層/五層,房地(土地+建物),土:2 建:1車:0,5房4廳2衛,,無,無,住家用,含增建或未登記建物。,,
羅斯福路五段１９２巷５弄１號三樓,,107/12/18,1438,45.9,31.32,89.61%,公寓(5樓含以下無電梯),,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,,,
興隆路三段１２３之５號四樓,,107/12/18,625,21.7,28.75,80.64%,公寓(5樓含以下無電梯),,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;,,
興隆路二段２５２號十樓,花開並蒂,107/12/18,1475,56.4,26.15,67.47%,住宅大樓(11層含以上有電梯),24,十層/十五層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,無,住家用,,,
羅斯福路５段２１８巷９弄３之２號５樓,,107/12/18,1190,48.5,24.53,92.12%,公寓(5樓含以下無電梯),36,五層/五層,房地(土地+建物),土:7 建:1車:0,3房1廳1衛,,無,無,住家用,,,
久康街１０４號二樓,,107/12/17,1110,43,25.79,88.88%,公寓(5樓含以下無電梯),,二層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,,,
指南路三段２巷８之１號,,107/12/17,1550,44.7,34.68,72.06%,住宅大樓(11層含以上有電梯),22,一層/十二層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,,,
辛亥路四段７７巷１００號三樓,力霸帝景,107/12/16,820,44,18.63,85.61%,華廈(10層含以下有電梯),24,三層/十層,房地(土地+建物),土:2 建:1車:0,2房1廳1衛,,有,無,住家用,,,
景豐街１３號,,107/12/16,1180,51.1,23.08,65.35%,公寓(5樓含以下無電梯),21,一層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳2衛,,有,無,住家用,含增建或未登記建物。;,,
羅斯福路五段１８４號三樓,,107/12/16,1025,44.7,22.91,100.00%,公寓(5樓含以下無電梯),,"三層,陽台/五層",房地(土地+建物),土:1 建:1車:0,0房1廳1衛,,無,無,住家用,,,
汀州路四段２４１號６樓,隆德天下A區,107/12/15,2385,43.8,54.49,53.41%,住宅大樓(11層含以上有電梯),8,六層/十四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,,,
恆光街１７巷２０號４樓,,107/12/15,708,29.8,23.73,85.49%,公寓(5樓含以下無電梯),,四層/四層,房地(土地+建物),土:3 建:1車:0,3房2廳1衛,,無,無,住家用,含增建或未登記建物。;,,
興隆路一段２６０巷６號,,107/12/15,1750,24.3,72.02,94.50%,公寓(5樓含以下無電梯),41,"防空避難室,停車場/五層",房地(土地+建物),土:2 建:1車:0,5房0廳5衛,,無,無,住家用,,,
景興路１５３巷１４弄１９號４樓,,107/12/15,1300,41.8,31.09,86.38%,公寓(5樓含以下無電梯),,四層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,無,住家用,含增建或未登記建物。兩人共有。,,
景興路２３７號４樓,,107/12/14,1100,60.5,18.18,81.84%,套房(1房(1廳)1衛),23,四層/十六層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,無,商業用,含增建或未登記建物。;,,
木柵路二段１０９巷２５弄４７號二樓,,107/12/14,912,32.6,27.96,87.09%,公寓(5樓含以下無電梯),36,二層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,,,
萬隆街１３巷１４之１號４樓,,107/12/14,1560,41.1,37.92,85.22%,公寓(5樓含以下無電梯),37,四層/五層,房地(土地+建物),土:3 建:1車:0,4房2廳2衛,,無,無,住家用,含增建或未登記建物。,,
萬美街二段２巷３號九樓之１,,107/12/13,1000,33.2,30.14,69.89%,住宅大樓(11層含以上有電梯),35,九層/十二層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,有,無,住家用,,,
羅斯福路四段２００號十樓之１４,台大金站,107/12/13,900,71,12.68,63.40%,華廈(10層含以下有電梯),21,十層/十層,房地(土地+建物),土:3 建:1車:0,1房1廳1衛,,有,無,其他,,,
木新路三段５０巷３號二樓,,107/12/12,108.4,17.1,6.33,100.00%,公寓(5樓含以下無電梯),,"二層,陽台/四層",房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;,,
萬隆街１３巷７號５樓,,107/12/12,1200,56.5,21.24,85.93%,公寓(5樓含以下無電梯),38,五層/五層,房地(土地+建物),土:6 建:1車:0,2房2廳1衛,,無,無,住家用,含增建或未登記建物。;,,
辛亥路五段８５號六樓,台企大樓,107/12/12,1295,39.4,32.87,72.42%,華廈(10層含以下有電梯),35,六層/七層,房地(土地+建物),土:3 建:1車:0,3房2廳2衛,,有,無,住家用,,,
樟樹里７鄰忠順街一段７０號２樓,,107/12/12,691.2,29.7,23.3,100.00%,公寓(5樓含以下無電梯),,"二層,陽台/四層",房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,,
恆光街１４巷３號４樓,,107/12/12,1100,45.9,23.97,100.00%,公寓(5樓含以下無電梯),,"四層,陽台/四層",房地(土地+建物),土:1 建:1車:0,6房4廳2衛,,無,無,住家用,含增建或未登記建物。,,
景華街１４７巷４號三樓,,107/12/11,900,43.5,20.69,100.00%,公寓(5樓含以下無電梯),45,三層/四層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,,,
興隆路三段２０７巷９弄６號二樓,,107/12/11,970,33.4,29.04,74.61%,公寓(5樓含以下無電梯),37,二層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,含增建或未登記建物。;,,
木新路三段１５６號五樓,,107/12/11,980,34.8,28.2,85.20%,公寓(5樓含以下無電梯),,五層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,含增建或未登記建物。;,,
興隆路二段３０１巷１１弄３號二樓,,107/12/11,800,36.1,22.13,100.00%,公寓(5樓含以下無電梯),,"二層,陽台/二層",房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,,
景豐街２３號二樓,,107/12/10,190.9,16.9,11.28,85.65%,公寓(5樓含以下無電梯),,二層/四層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;,,
辛亥路四段２２２巷１９弄３號,敦品,107/12/10,1700,56.7,29.98,89.91%,公寓(5樓含以下無電梯),38,一層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,含增建或未登記建物。;,,
景華街１５０巷２號４樓,,107/12/09,1330,39.4,33.8,75.32%,公寓(5樓含以下無電梯),35,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,含增建或未登記建物。;,,
辛亥路五段１２４巷１８號三樓,,107/12/09,1200,31.7,37.86,79.78%,公寓(5樓含以下無電梯),34,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,,,
興隆路三段２０７巷９弄１號３樓,,107/12/09,1200,32.2,37.27,71.60%,公寓(5樓含以下無電梯),37,三層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,無,住家用,含增建或未登記建物。,,
景明街２６號３樓,,107/12/09,990,45.7,21.69,100.00%,公寓(5樓含以下無電梯),,"三層,陽台/四層",房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,工業用,含增建或未登記建物。,,
萬盛街８９之５號３樓,台大羅斯福,107/12/09,1200,65.2,18.4,54.31%,套房(1房(1廳)1衛),2,三層/八層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,無,住家用,含增建或未登記建物。,,
興隆路二段７８巷８號３樓,,107/12/09,1278,54.8,23.34,83.01%,公寓(5樓含以下無電梯),49,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,含增建或未登記建物。;,,
興隆路二段１３８號三樓,,107/12/08,985,42.1,23.41,94.77%,公寓(5樓含以下無電梯),49,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,,,
辛亥路五段８５號,台企大樓,107/12/08,1110,34.7,31.97,71.64%,華廈(10層含以下有電梯),35,一層/七層,房地(土地+建物),土:3 建:1車:0,2房1廳1衛,,無,無,商業用,,,
景興路４２巷６弄７號,,107/12/07,2000,67.9,29.46,100.00%,公寓(5樓含以下無電梯),,"一層,平台/四層",房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;,,
萬安街３７巷１號二樓,,107/12/07,1420,34,41.76,79.72%,公寓(5樓含以下無電梯),31,二層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,,,
下崙路２８巷１之１號三樓,公園捷靚,107/12/07,1018,51.5,19.75,54.08%,套房(1房(1廳)1衛),2,三層/七層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,無,住家用,,,
萬壽路２５巷３號,崇偉政大,107/12/07,2800,111.6,25.09,,店面（店舖),,一層/十層,房地(土地+建物),土:1 建:1車:0,,,有,無,商業用,,,
指南路二段４５巷１４弄５號６樓之３,政大華府NO.2,107/12/07,730,66,11.07,57.58%,套房(1房(1廳)1衛),10,六層/七層,房地(土地+建物),土:1 建:1車:0,0房1廳1衛,,有,無,住家用,,,
福興路６３巷４弄１１之１號２樓,興隆及第,107/12/07,980,44.8,21.87,76.46%,華廈(10層含以下有電梯),21,"二層,電梯樓梯間/八層",房地(土地+建物),土:3 建:1車:0,2房2廳1衛,,有,無,住家用,含增建或未登記建物。,,
興隆路二段２０３巷２８號４樓,敦南New Town Ａ區,107/12/07,1180,51.1,23.07,69.42%,住宅大樓(11層含以上有電梯),20,四層/十三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,無,住家用,含增建或未登記建物。 共有人共兩人,,
興隆路二段１２６號三樓,,107/12/06,960,45,21.34,100.00%,公寓(5樓含以下無電梯),50,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,,,
萬隆街２９巷２號４樓,,107/12/06,1488,49,30.36,100.00%,公寓(5樓含以下無電梯),,"四層,陽台/四層",房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,含增建或未登記建物。,,
保儀路１０９巷３弄３４號四樓,,107/12/05,280,39.1,7.17,100.00%,公寓(5樓含以下無電梯),42,"四層,平台/四層",房地(土地+建物),土:1 建:1車:0,5房2廳5衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;,,
指南路三段８３號十樓,富春四季,107/12/05,780,13.5,65.42,52.38%,住宅大樓(11層含以上有電梯),5,十層/十一層,建物,土:0 建:1車:1,3房2廳2衛,45,有,無,住家用,親友、員工或其他特殊關係間之交易。;,,
萬安街６９號四樓之３,弗來寶,107/12/05,505,42.6,11.86,59.31%,套房(1房(1廳)1衛),24,四層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,,,
指南路三段３２巷５號３樓之３,水事紀,107/12/05,530,57.8,9.17,54.22%,套房(1房(1廳)1衛),8,三層/十層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,無,住家用,含增建或未登記建物。;,,
景興路２２２號十二樓之５,,107/12/04,1500,50.6,29.63,70.10%,住宅大樓(11層含以上有電梯),19,十二層/十八層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,有,無,住家用,,,
辛亥路７段８４巷１２號３樓,,107/12/04,570,19.6,29.02,91.82%,公寓(5樓含以下無電梯),,三層/四層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用,二等親關係之交易。親友、員工或其他特殊關係間之交易。;,,
興隆路三段２１５號２樓,,107/12/04,750,26.2,28.61,94.03%,公寓(5樓含以下無電梯),,二層/五層,房地(土地+建物),土:3 建:1車:0,3房1廳2衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;,,
木柵路三段８５巷２３弄１０號６樓,德鄰,107/12/04,1660,46.5,35.67,82.53%,住宅大樓(11層含以上有電梯),28,六層/十三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,商業用,內含獨立產權公設，未包含在棟數內。含增建或未登記建物。;,,
秀明路１段１９巷５弄４號３樓,南方桃花源,107/12/04,400,21.9,18.23,82.07%,公寓(5樓含以下無電梯),31,三層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;,,
景明街６７號４樓,,107/12/04,1250,39.4,31.73,86.77%,公寓(5樓含以下無電梯),,四層/五層,房地(土地+建物),土:3 建:1車:0,3房2廳2衛,,無,無,住家用,含增建或未登記建物。,,
興隆路三段２０７巷１５弄６號,,107/12/03,1320,38.8,34.06,75.45%,公寓(5樓含以下無電梯),37,一層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;,,
興隆路一段５５巷２７弄２號,,107/12/03,1500,69.8,21.5,100.00%,公寓(5樓含以下無電梯),,一層/四層,房地(土地+建物),土:3 建:1車:0,3房2廳1衛,,無,無,住家用,含增建或未登記建物。,,
景興路１５３巷１５號２樓之４,,107/12/02,1138,55,20.7,66.04%,住宅大樓(11層含以上有電梯),25,二層/十二層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,無,住家用,含增建或未登記建物。,,
景華街３巷６號３樓,,107/12/01,2000,48.6,41.17,72.93%,華廈(10層含以下有電梯),35,三層/七層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,無,住家用,含增建或未登記建物。;,,
一壽街４４巷９號３樓,,107/12/01,860,32.7,26.33,100.00%,公寓(5樓含以下無電梯),,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住商用,含增建或未登記建物。;,,
忠順街一段１２１巷７弄１號３樓,,107/12/01,1188,36.3,32.7,84.56%,公寓(5樓含以下無電梯),,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,含增建或未登記建物。,,
萬安街４０號３樓 之２,萬芳,107/11/30,501.9,36.1,13.92,68.56%,套房(1房(1廳)1衛),35,三層/七層,房地(土地+建物),土:3 建:1車:0,1房1廳1衛,,無,無,住家用,向政府機關承購之案件。;,,
木柵路二段１０９巷１００弄２０號１６樓,觀星台北,107/11/30,855,37.3,22.89,65.38%,住宅大樓(11層含以上有電梯),22,十六層/十七層,房地(土地+建物),土:2 建:1車:0,2房2廳1衛,,有,無,住家用,含增建或未登記建物。,,
羅斯福路六段２７６巷２３號４樓,,107/11/30,1300,53.4,24.33,100.00%,公寓(5樓含以下無電梯),,"四層,陽台/四層",房地(土地+建物),土:2 建:1車:0,3房2廳1衛,,無,無,住家用,含增建或未登記建物。,,
景福街５４巷２弄１號３樓,萬隆,107/11/30,1180,42,28.06,83.29%,公寓(5樓含以下無電梯),,三層/四層,房地(土地+建物),土:1 建:1車:0,4房1廳4衛,,無,無,住家用,含增建或未登記建物。;,,
溪口街６６巷２弄４號二樓,,107/11/30,1030,52.2,19.75,100.00%,公寓(5樓含以下無電梯),,"二層,陽台/四層",房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,,,
忠順街二段６９號二樓,,107/11/29,1010.6,32.6,31.04,84.92%,公寓(5樓含以下無電梯),34,二層/五層,房地(土地+建物),土:2 建:1車:0,3房1廳1衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;,,
忠順街２７之１號,,107/11/29,673.5,18.9,35.64,83.70%,公寓(5樓含以下無電梯),36,"一層,騎樓,停車場/五層",房地(土地+建物),土:3 建:1車:0,2房1廳1衛,,無,無,商業用,二等親間買賣交易親友、員工或其他特殊關係間之交易。;(包含)公共設施保留地之交易。;,,
福興路９０號３樓,神機妙算住戶,107/11/29,530,44.8,11.84,65.20%,套房(1房(1廳)1衛),24,三層/九層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,,,
景明街８６號２樓,,107/11/28,1380,51.1,27,77.72%,公寓(5樓含以下無電梯),41,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,含增建或未登記建物。;,,
久康街１５７之１號３樓,,107/11/27,1300,31.1,41.75,100.00%,公寓(5樓含以下無電梯),,"三層,陽台/四層",房地(土地+建物),土:2 建:1車:0,5房2廳2衛,,無,無,住家用,含增建或未登記建物。,,
辛亥路七段８４巷１號三樓之３,台北知音,107/11/27,480,17.3,27.81,67.17%,華廈(10層含以下有電梯),18,三層/十層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,無,住家用,親等間移轉親友、員工或其他特殊關係間之交易。;,,
萬慶街４７號五樓,,107/11/26,1700,52.5,32.38,85.64%,公寓(5樓含以下無電梯),29,五層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,,,
景福街１號二樓,,107/11/26,720,30.6,23.53,89.77%,公寓(5樓含以下無電梯),38,二層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;,,
仙岩路２２巷２９號４樓,,107/11/25,1540,44.3,34.79,59.51%,住宅大樓(11層含以上有電梯),24,四層/十四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,含增建或未登記建物。,,
興隆路四段９６巷４弄１０之１號４樓,,107/11/25,950,40,23.73,100.00%,公寓(5樓含以下無電梯),43,"四層,陽台/四層",房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,含增建或未登記建物。,,
和興路６８號５樓之２,巧遇大師,107/11/25,1750,49.3,35.49,65.33%,華廈(10層含以下有電梯),12,五層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,含增建或未登記建物。;,,
汀州路四段１４０巷２弄１２號四樓,,107/11/25,1188,47,25.3,100.00%,公寓(5樓含以下無電梯),,"四層,陽台/四層",房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,含增建或未登記建物。;,,
羅斯福路六段１５９巷１弄１８號９樓,美麗殿,107/11/25,1898,58,32.75,70.88%,住宅大樓(11層含以上有電梯),25,九層/十二層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,含增建或未登記建物。;,,
指南路二段４５巷２１弄４號３樓,,107/11/25,1480,40,36.97,65.02%,公寓(5樓含以下無電梯),37,三層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,含增建或未登記建物。;,,
羅斯福路六段１４２巷８８號二樓,彩葉山漆莖,107/11/24,3450,63.8,54.1,52.59%,住宅大樓(11層含以上有電梯),,二層/十五層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,無,住家用,,,
木柵路三段６９號１１樓之３,,107/11/24,1847,53,34.85,65.40%,住宅大樓(11層含以上有電梯),15,十一層/十四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,含增建或未登記建物。;,,
下崙路１１巷３１號地下,香榭園,107/11/23,570,34.3,16.6,71.57%,套房(1房(1廳)1衛),24,地下一層/六層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,無,其他,含增建或未登記建物。;,,
