"買賣案件:新北市新店區房地(土地+建物),建物,109 年 1 月 至109 年 9 月",,,,,,,,,,,,,,,,,,,
地段位置或門牌,社區簡稱,交易年月,總價(萬元),單價,總面積,主建物佔比,型態,屋齡,樓別/樓高,交易標的,交易筆棟數,建物現況格局,車位總價,管理組織,電梯,主要用途,備註,,
建國路１８號五樓,,109/09/19,1122,60,18.71,63.81%,住宅大樓(11層含以上有電梯),,五層/十三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,有,住家用,預售屋、或土地及建物分件登記案件;,,
明德路６９巷８號四樓,,109/09/19,1238,48.2,25.67,83.87%,公寓(5樓含以下無電梯),42,四層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,,,
中正路３０４號四樓,,109/09/19,1580,55.9,28.27,95.88%,公寓(5樓含以下無電梯),47,四層/四層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,頂樓加蓋;,,
新坡一街１８巷２弄９號三樓,,109/09/19,1145,20.4,56.2,70.20%,公寓(5樓含以下無電梯),29,"三層,四層,五層/五層",房地(土地+建物),土:1 建:1車:0,4房2廳3衛,,有,無,住家用,,,
安康路三段１７１號四樓,一畝田,109/09/19,909,29.9,30.44,52.32%,華廈(10層含以下有電梯),,四層/七層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,有,住家用,預售屋、或土地及建物分件登記案件;,,
北宜路二段４３１之１０號十四樓,夢享國,109/09/18,800,25.7,31.16,60.96%,住宅大樓(11層含以上有電梯),13,十四層/十四層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,有,住家用,,,
寶元路二段２６號三樓,,109/09/18,710,39.9,17.8,90.99%,公寓(5樓含以下無電梯),43,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,,,
五路１２２號三樓,,109/09/18,1300,51.2,25.4,45.14%,華廈(10層含以下有電梯),1,三層/六層,房地(土地+建物),土:2 建:1車:0,2房1廳1衛,,有,有,住家用,陽台外推;,,
橘園一路１１號八樓之二,花園新城涵碧樓,109/09/18,1450,23.4,62.08,70.25%,住宅大樓(11層含以上有電梯),31,八層/十二層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,有,有,住家用,,,
國校路３４－１號三樓,山水大地,109/09/18,1335,31.3,42.69,82.08%,華廈(10層含以下有電梯),31,三層/七層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,有,住家用,陽台外推;,,
中正路２６３巷１４號五樓,中正國宅,109/09/18,1580,48.3,32.68,94.63%,住宅大樓(11層含以上有電梯),29,五層/十二層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,有,有,住家用,,,
平等街７號四樓,,109/09/18,1010,37,27.32,88.37%,公寓(5樓含以下無電梯),44,四層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,,,
自由街１７號三樓,,109/09/18,1398,34.4,40.61,86.04%,公寓(5樓含以下無電梯),43,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,,,
寶宏路４０巷１２號一樓,,109/09/17,1320,39.5,33.41,85.35%,公寓(5樓含以下無電梯),45,一層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,其他增建;,,
新烏路二段５０巷１８弄１０號,,109/09/17,1050,0,60.93,,透天厝,39,全/二層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,頂樓加蓋;其他增建;,,
安祥路１０６巷３２５號四樓,伴吾別墅,109/09/17,635,15.8,40.11,79.09%,公寓(5樓含以下無電梯),22,"四層,夾層/四層",房地(土地+建物),土:1 建:1車:0,6房3廳3衛,,有,無,住家用,陽台外推;夾層;其他增建;,,
中興路二段２５７號七樓,璞御,109/09/17,3008,60.9,49.38,57.22%,住宅大樓(11層含以上有電梯),1,七層/十五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,,,
中興路二段３１巷１０號十一樓,法樂,109/09/17,1240,53,23.38,46.29%,住宅大樓(11層含以上有電梯),2,十一層/十七層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,有,有,住家用,,,
溪園路３８９之１６號十四樓,湯泉美地,109/09/17,688,53.5,12.87,66.16%,住宅大樓(11層含以上有電梯),17,十四層/十四層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,,,
錦秀路５２巷２０號三樓,,109/09/17,280,14.4,19.42,88.63%,公寓(5樓含以下無電梯),39,三層/五層,房地(土地+建物),土:7 建:1車:0,2房2廳1衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;,,
中興路二段２０１號五樓之二,寶路生活館,109/09/17,640,63.2,10.13,58.45%,住宅大樓(11層含以上有電梯),19,五層/十七層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,陽台外推;,,
北宜路一段１５８號十樓之二,城市新殿,109/09/17,1275,46.2,27.62,77.04%,住宅大樓(11層含以上有電梯),27,十層/十二層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,有,住家用,,,
達觀路８巷３號四樓之二,達觀鎮A1,109/09/17,660,19.4,34.04,68.54%,住宅大樓(11層含以上有電梯),24,四層/十九層,房地(土地+建物),土:5 建:1車:0,2房2廳2衛,,有,有,住家用,"含裝潢費;含傢俱設備費;含土地增值稅或其他稅費42,647元;含仲介費268,000元;其他 :1,980元;",,
安祥路１１０巷２２號六樓,新鎮社區,109/09/16,580,18.4,31.48,83.70%,住宅大樓(11層含以上有電梯),25,"六層,電梯樓梯間/十六層",房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;,,
寶橋路７８巷１６號二十一樓,玉上園,109/09/16,2150,59.1,36.39,60.26%,住宅大樓(11層含以上有電梯),7,二十一層/二十三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,陽台外推;其他增建;,,
安德街１４８巷１１弄１號三樓,,109/09/16,680,21.4,31.75,91.68%,公寓(5樓含以下無電梯),33,三層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,,,
安德街１５１號四樓,,109/09/16,670,26.5,25.26,95.80%,公寓(5樓含以下無電梯),39,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,"含裝潢費;含傢俱設備費;含土地增值稅或其他稅費157,544元;含仲介費268,000元;含地政士服務費4,500元;其他 :2,010元;",,
安泰路２０號二樓,璦丁堡,109/09/16,720,26.3,27.38,61.54%,華廈(10層含以下有電梯),5,二層/七層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,有,住家用,,,
華城一路１巷３６號,,109/09/15,2288,0,58.18,,透天厝,25,全/二層,房地(土地+建物),土:1 建:1車:0,5房3廳3衛,,有,無,住家用,,,
寶橋路７８巷４０號三樓,玉上園,109/09/15,2300,50,46.04,61.03%,住宅大樓(11層含以上有電梯),7,三層/二十三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,其他增建;,,
僑愛四路３號,,109/09/15,960,0,49.03,,透天厝,31,全/三層,房地(土地+建物),土:1 建:1車:0,5房2廳3衛,,有,無,住家用,"含裝潢費;含傢俱設備費;含土地增值稅或其他稅費116,064元;含仲介費384,000元;含地政士服務費3,500元;頂樓加蓋;",,
寶元路二段１４巷７號二樓,,109/09/15,830,40.8,20.35,91.33%,公寓(5樓含以下無電梯),52,二層/四層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,陽台外推;,,
永業路８１巷５弄７號四樓,,109/09/14,430,16.7,25.82,100.00%,公寓(5樓含以下無電梯),40,"四層,陽台/五層",房地(土地+建物),土:2 建:1車:0,3房2廳1衛,,有,無,住家用,陽台外推;,,
永華街３３巷２號二樓,,109/09/14,1400,51.8,27.03,86.68%,公寓(5樓含以下無電梯),42,二層/五層,房地(土地+建物),土:2 建:1車:0,6房0廳6衛,,無,無,住家用,陽台外推;其他增建;,,
中興路一段１７７號十一樓,遠景21,109/09/14,1670,50.8,32.89,66.65%,住宅大樓(11層含以上有電梯),21,十一層/二十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,,,
北宜路二段１１６巷６號三樓,山林溪,109/09/14,897,25.5,35.19,68.64%,住宅大樓(11層含以上有電梯),21,三層/十二層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,有,住家用,,,
中興路三段１５３號八樓之３,,109/09/14,1150,62.3,18.47,60.10%,住宅大樓(11層含以上有電梯),,八層/十四層,房地(土地+建物),土:2 建:1車:0,,,有,有,住家用,建物第一次登記後移轉,,
永安街９０－５號四樓,青春望族,109/09/14,305,29.2,10.44,68.64%,華廈(10層含以下有電梯),29,四層/七層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,有,有,住家用,,,
自立街４６號四樓,,109/09/14,1100,37.9,29.03,100.00%,公寓(5樓含以下無電梯),50,"四層,騎樓/四層",房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;,,
溪園路４７７號四樓,湯泉,109/09/14,950,53.9,17.62,61.18%,住宅大樓(11層含以上有電梯),18,四層/十四層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,有,有,住家用,陽台外推;其他增建;,,
玫瑰路５９巷８號三樓,玫瑰中國城,109/09/14,820,15.6,52.7,74.64%,公寓(5樓含以下無電梯),31,"四層,五層/五層",房地(土地+建物),土:3 建:1車:0,3房2廳3衛,,有,無,住家用,,,
安康路二段１４６號三樓,,109/09/13,830,28.3,29.35,96.73%,公寓(5樓含以下無電梯),35,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,,,
吉祥街９巷５號三樓,馨園,109/09/13,858,17,50.43,79.91%,公寓(5樓含以下無電梯),32,"三層,四層,五層/五層",房地(土地+建物),土:3 建:1車:0,4房2廳3衛,,有,無,住家用,陽台外推;,,
北宜路二段１１９之１號十樓,潭天天廈,109/09/13,480,34.7,13.82,85.10%,住宅大樓(11層含以上有電梯),20,十層/十八層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,有,住家用,夾層;其他增建;,,
安和路一段２５號十五樓之３,將捷家和,109/09/13,1250,49.3,25.34,61.58%,住宅大樓(11層含以上有電梯),,十五層/十六層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,有,住家用,,,
中正路４０９巷５０號七樓,協之達中正路華廈,109/09/13,1350,49.4,27.33,30.79%,華廈(10層含以下有電梯),5,七層/七層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,有,住家用,陽台外推;,,
寶橋路７８巷１２６號六樓,玉上園,109/09/13,2100,54,38.86,58.86%,住宅大樓(11層含以上有電梯),7,六層/十四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,其他增建;,,
新店後街１５號二樓,,109/09/13,590,36.4,16.2,76.96%,華廈(10層含以下有電梯),25,二層/六層,建物,土:1 建:1車:0,2房2廳1衛,,無,有,住家用,親友、員工、共有人或其他特殊關係間之交易;,,
安忠路５７巷２６弄３９號十樓,台北寧境大樓一期,109/09/13,945,30.8,30.65,61.50%,住宅大樓(11層含以上有電梯),17,十層/十一層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,陽台外推;,,
安成街１０號十樓,浪漫貴族,109/09/13,555,31.2,17.76,78.46%,住宅大樓(11層含以上有電梯),29,十層/十一層,房地(土地+建物),土:1 建:1車:0,1房2廳1衛,,有,有,住家用,陽台外推;,,
五路６３巷８弄８０號五樓,,109/09/12,760,26.9,28.3,84.43%,公寓(5樓含以下無電梯),36,五層/五層,房地(土地+建物),土:4 建:1車:0,2房2廳2衛,,有,無,住家用,陽台外推;頂樓加蓋;,,
建安街３３巷１８號三樓,容石園,109/09/12,2300,48.8,47.11,89.68%,華廈(10層含以下有電梯),42,三層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,陽台外推;,,
頂城三街３５巷１７號,,109/09/12,5350,0,83.55,,透天厝,13,全/三層,房地(土地+建物),土:4 建:1車:0,5房2廳3衛,,有,無,住家用,陽台外推;其他增建;,,
建國路２０號九樓,,109/09/12,1385,62,22.34,57.18%,住宅大樓(11層含以上有電梯),,九層/十三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,有,住家用,預售屋、或土地及建物分件登記案件;,,
