"買賣案件:新北市新店區房地(土地+建物),建物,105 年 11 月 至105 年 12 月",,,,,,,,,,,,,,,,,,,
地段位置或門牌,社區簡稱,交易年月,總價(萬元),單價,總面積,主建物佔比,型態,屋齡,樓別/樓高,交易標的,交易筆棟數,建物現況格局,車位總價,管理組織,電梯,主要用途,備註,,
中興路二段４１號三樓,巴黎皇宮,105/12/30,1267,26.1,48.6,46.67%,住宅大樓(11層含以上有電梯),,三層/二十四層,建物,土:0 建:1車:1,3房2廳2衛,,有,無,住家用,此戶為合建分屋之地主 自有土地換得之建物 此戶含車位1位平面車位 土房互易價為11819171 土房坪差找補851200建商與地主合建案。;單獨車位交易。;,,
中興路二段４３號三樓,巴黎皇宮,105/12/30,1301,26.2,49.67,45.44%,住宅大樓(11層含以上有電梯),,三層/二十四層,建物,土:0 建:1車:1,3房2廳2衛,,有,無,住家用,此戶為合建分屋之地主 自有土地換得之建物 此戶含車位1位平面車位 土房互易價為12514416 土房坪差找補496000建商與地主合建案。;單獨車位交易。;,,
中興路二段４７號七樓,巴黎皇宮,105/12/30,1419.1,28.3,50.15,45.35%,住宅大樓(11層含以上有電梯),,七層/二十四層,建物,土:0 建:1車:1,2房2廳2衛,,有,無,住家用,此戶為合建分屋之地主 自有土地換得之建物 此戶含車位1平面車位 土房互易價為13573837 土房坪差找補616761建商與地主合建案。;單獨車位交易。;,,
中興路二段３７號八樓,巴黎皇宮,105/12/30,1911.7,28.9,66.09,47.47%,住宅大樓(11層含以上有電梯),,八層/二十四層,建物,土:0 建:1車:1,4房2廳2衛,,有,無,住家用,此戶為合建分屋之地主 自有土地換得之建物 此戶含車位1位平面車位 土房互易價為17314919 土房坪差找補1801800建商與地主合建案。;單獨車位交易。;,,
中興路二段４１號八樓,巴黎皇宮,105/12/30,1342.6,27.6,48.6,46.67%,住宅大樓(11層含以上有電梯),,八層/二十四層,建物,土:0 建:1車:1,3房2廳2衛,,有,無,住家用,此戶為合建分屋之地主 自有土地換得之建物 此戶含車位1位平面車位 土房互易價為10263145 土房坪差找補3162600建商與地主合建案。;單獨車位交易。;,,
中興路二段４１號五樓,巴黎皇宮,105/12/30,1339.9,27.6,48.6,46.67%,住宅大樓(11層含以上有電梯),,五層/二十四層,建物,土:0 建:1車:1,3房2廳2衛,,有,無,住家用,此戶為合建分屋之地主 自有土地換得之建物 此戶含車位1位平面車位 土房互易價為9716881 土房坪差找補3682350建商與地主合建案。;單獨車位交易。;,,
中興路二段４１號十二樓,巴黎皇宮,105/12/30,1349.8,27.8,48.6,46.67%,住宅大樓(11層含以上有電梯),,十二層/二十四層,建物,土:0 建:1車:1,2房2廳2衛,,有,無,住家用,此戶為合建分屋之地主 自有土地換得之建物 此戶含車位1位平面車位 土房互易價為11752957 土房坪差找補1745100建商與地主合建案。;單獨車位交易。;,,
北宜路二段３４７號十樓之２,青潭湛,105/12/30,820,29.8,27.47,60.31%,住宅大樓(11層含以上有電梯),1,十層/十一層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,無,住家用,建物第一次登記後移轉,,
中興路二段３７號六樓,巴黎皇宮,105/12/30,1946.9,29.5,66.09,47.47%,住宅大樓(11層含以上有電梯),,六層/二十四層,建物,土:0 建:1車:1,4房2廳2衛,,有,無,住家用,此戶為合建分屋之地主 自有土地換得之建物 此戶含車位1位平面車位 土房互易價為17712202 土房坪差找補1757000建商與地主合建案。;單獨車位交易。;,,
中興路二段３７號四樓,巴黎皇宮,105/12/30,1946.9,29.5,66.09,47.47%,住宅大樓(11層含以上有電梯),,四層/二十四層,建物,土:0 建:1車:1,4房2廳2衛,,有,無,住家用,"此戶為合建分屋之地主 自有土地換得之建物 此戶含車位1位平面車位 土房互易價為 17,712,202 土房坪差找補1,757,000建商與地主合建案。;單獨車位交易。;",,
安民街２２３號１１樓,快樂世界,105/12/30,1070,32.8,32.62,70.56%,住宅大樓(11層含以上有電梯),17,十一層/十二層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,有,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
三民路６０巷１９號,,105/12/30,1680,65.4,25.68,100.00%,公寓(5樓含以下無電梯),42,一層/四層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
五峰路１１５號,,105/12/30,880,33.7,26.14,100.00%,公寓(5樓含以下無電梯),36,"一層,平台/四層",房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,,,
中興路二段４３號,巴黎皇宮,105/12/30,1137.1,30.9,36.77,51.96%,住宅大樓(11層含以上有電梯),,"一層,騎樓/二十四層",建物,土:0 建:1車:1,,,有,無,住家用,此戶為合建分屋之地主 自有土地換得之建物 此戶含車位1位平面車位 土房互易價為8276730 土房坪差找補3094350建商與地主合建案。;單獨車位交易。;,,
中興路二段４７號五樓,巴黎皇宮,105/12/30,1335.3,31.3,42.68,53.29%,住宅大樓(11層含以上有電梯),,五層/二十四層,建物,土:0 建:1車:0,3房2廳2衛,,有,無,住家用,此戶為合建分屋之地主 自有土地換得之建物 此戶含車位1位平面車位 土房互易價為6621384 土房坪差找補6731424建商與地主合建案。;單獨車位交易。;,,
中正路６８８號十樓,忠孝新城,105/12/30,1200,23.3,51.45,64.26%,住宅大樓(11層含以上有電梯),21,十層/十一層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;,,
寶橋路２７號１１樓之３,環遊市西華館,105/12/30,2366,60.3,39.23,71.57%,住宅大樓(11層含以上有電梯),9,十一層/二十九層,房地(土地+建物),土:8 建:1車:0,4房2廳2衛,,有,無,住家用,含增建或未登記建物。共有人數2人含增建或未登記建物。;,,
三民路１４３巷２８弄１５號二樓,,105/12/30,1200,38.1,31.51,89.08%,公寓(5樓含以下無電梯),32,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,,,
永安街６１巷５號二樓,,105/12/29,587,26.1,22.5,89.90%,公寓(5樓含以下無電梯),37,二層/四層,房地(土地+建物),土:2 建:1車:0,2房2廳1衛,,無,無,住家用,,,
中正路６５巷５號三樓,,105/12/29,468.7,23.6,19.88,,公寓(5樓含以下無電梯),,三層/四層,房地(土地+建物),土:2 建:1車:0,2房1廳1衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;,,
新生街５３號３樓,,105/12/29,1050,34.9,30.07,89.11%,公寓(5樓含以下無電梯),32,三層/五層,房地(土地+建物),土:4 建:1車:0,3房2廳2衛,,無,無,住家用,,,
中正路２８０巷１－４號六樓,中正國宅,105/12/29,620,43.6,14.22,76.39%,住宅大樓(11層含以上有電梯),31,六層/十二層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,有,無,住家用,1.親友、員工或其他特殊關係間之交易。 2.持分買賣。親友、員工或其他特殊關係間之交易。;,,
富貴街１０巷２０號,,105/12/29,600,31.1,19.28,85.80%,公寓(5樓含以下無電梯),34,一層/五層,房地(土地+建物),土:3 建:1車:0,2房1廳2衛,,無,無,住家用,"二親等買賣,防火巷增建親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;",,
文中路５５號二樓,,105/12/29,800,31,25.82,90.80%,公寓(5樓含以下無電梯),32,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,"二親等買賣,陽台外推親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;",,
北宜路二段４２１巷２弄３１號,美麗國,105/12/29,640,24,26.69,55.80%,華廈(10層含以下有電梯),3,一層/八層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,有,無,住家用,建物第一次登記後移轉,,
溪園路３８９之２號六樓,湯泉美地,105/12/28,760,49.8,15.27,65.25%,套房(1房(1廳)1衛),13,六層/十四層,房地(土地+建物),土:1 建:1車:0,1房0廳1衛,,有,無,住家用,,,
錦秀路１－２號四樓,台北新加坡,105/12/28,300,10.8,27.88,100.00%,公寓(5樓含以下無電梯),31,四層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳1衛,,有,無,住家用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;,,
中央路１３３巷１５弄２２號三樓,,105/12/27,960,30.2,31.82,90.34%,公寓(5樓含以下無電梯),42,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,,,
中正路２８４巷４弄５號四樓,,105/12/27,1155,31.7,36.49,91.00%,公寓(5樓含以下無電梯),36,四層/五層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,,,
安康路二段１１８之１號３樓,北城心殿,105/12/27,1260,31.5,39.96,60.02%,住宅大樓(11層含以上有電梯),6,三層/十三層,房地(土地+建物),土:3 建:1車:0,3房2廳2衛,,有,無,住家用,,,
北宜路二段４２１巷２弄２１號三樓,美麗國,105/12/27,811,22,36.91,60.70%,華廈(10層含以下有電梯),3,三層/八層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,建物第一次登記後移轉,,
安康路三段５５２號三樓,,105/12/27,580,19.2,30.24,82.79%,公寓(5樓含以下無電梯),29,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,,,
橘園一路１１號十二樓之三,花園新城涵碧樓,105/12/27,1600,21.4,74.86,70.15%,住宅大樓(11層含以上有電梯),27,十二層/十二層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,,,
涵碧路１號８樓,十方山水,105/12/26,288,37.2,7.75,70.92%,套房(1房(1廳)1衛),21,八層/十二層,房地(土地+建物),土:7 建:1車:0,1房1廳1衛,,有,無,商業用,含增建或未登記建物。含增建或未登記建物。;,,
和成街１２巷５號,,105/12/26,390,22.5,17.33,91.06%,公寓(5樓含以下無電梯),34,一層/二層,房地(土地+建物),土:1 建:1車:0,0房1廳1衛,,無,無,住家用,,,
中央路１０５巷１號２樓,國家名人巷A座,105/12/26,1160,46.8,24.81,88.77%,公寓(5樓含以下無電梯),32,二層/五層,房地(土地+建物),土:3 建:1車:0,3房2廳2衛,,無,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
三民路１４３巷２８弄９號,,105/12/26,1430,51.2,27.94,90.71%,公寓(5樓含以下無電梯),32,一層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
中正路１４４巷２號二樓,,105/12/26,1200,33,36.32,87.08%,公寓(5樓含以下無電梯),41,二層/四層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,,,
國校路２８號５樓,山水大地,105/12/26,1060,30.8,34.37,83.27%,公寓(5樓含以下無電梯),27,五層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
中華路６０巷１６號二樓,,105/12/26,1240,49.3,25.14,100.00%,公寓(5樓含以下無電梯),,二層/四層,房地(土地+建物),土:1 建:1車:0,5房2廳2衛,,無,無,住家用,,,
北新路二段８０號三樓,,105/12/26,750,39.5,19.01,93.51%,公寓(5樓含以下無電梯),42,三層/四層,房地(土地+建物),土:2 建:1車:0,2房2廳1衛,,無,無,住家用,,,
北宜路一段６４號十一樓,總棧,105/12/26,1350,42.5,31.79,80.37%,住宅大樓(11層含以上有電梯),22,十一層/十二層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,,,
北宜路二段３４７號七樓之２,青潭湛,105/12/25,798,29,27.47,60.31%,住宅大樓(11層含以上有電梯),1,七層/十一層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,無,住家用,建物第一次登記後移轉,,
中正路６８０巷５１弄１５號４樓,富綠地,105/12/25,1255,28.5,43.98,62.51%,華廈(10層含以下有電梯),19,四層/六層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
安民街１２１巷６號五樓之一,美麗心殿,105/12/25,520,28.1,18.48,72.33%,住宅大樓(11層含以上有電梯),21,五層/十六層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,有,無,住家用,,,
德正街２７巷２９弄１２３號四樓,,105/12/24,1100,32.5,33.86,100.00%,公寓(5樓含以下無電梯),38,四層/四層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用,,,
北新路二段９７巷１４號四樓,,105/12/24,1270,44.6,28.5,85.57%,公寓(5樓含以下無電梯),,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
安成街２巷１號５樓之７,風華,105/12/24,905,32.3,27.99,61.68%,住宅大樓(11層含以上有電梯),2,五層/十五層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,無,住家用,,,
安德街１３０巷１５號３樓,,105/12/23,620,22.8,27.2,90.31%,公寓(5樓含以下無電梯),29,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;,,
二十張路９４號５樓,,105/12/23,1080,28.4,37.98,73.97%,公寓(5樓含以下無電梯),31,五層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
德正街２７巷２９弄６９號,,105/12/23,1000,45.9,21.78,100.00%,公寓(5樓含以下無電梯),38,一層/四層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用,,,
百忍街９巷１１號,,105/12/23,600,25.1,23.92,100.00%,公寓(5樓含以下無電梯),,一層/四層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;,,
安康路二段１４９之２３號７樓,21CITY,105/12/23,1180,33,35.76,69.03%,住宅大樓(11層含以上有電梯),8,七層/十二層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,無,住家用,,,
雙城路２０巷１４號,,105/12/23,600,0,38.05,,透天厝,36,全/二層,房地(土地+建物),土:2 建:1車:0,5房2廳2衛,,無,無,住家用,親友間買賣親友、員工或其他特殊關係間之交易。;,,
溪園路３８９之１７號１４樓,湯泉美地,105/12/23,120.5,8.4,14.34,67.01%,住宅大樓(11層含以上有電梯),13,十四層/十四層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;,,
永安街６４號３樓,,105/12/22,220,13.1,16.73,,公寓(5樓含以下無電梯),38,三層/四層,建物,土:0 建:1車:0,5房2廳1衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;,,
北宜路二段３４７號六樓之２,青潭湛,105/12/22,798,29,27.47,60.31%,住宅大樓(11層含以上有電梯),1,六層/十一層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,無,住家用,建物第一次登記後移轉,,
安康路３段３６３號３樓,晶喜,105/12/22,1000,28.2,35.52,64.97%,華廈(10層含以下有電梯),,三層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,,,
北新路一段２２７號,,105/12/21,1200,60.5,19.83,99.98%,公寓(5樓含以下無電梯),,"一層,騎樓/四層",房地(土地+建物),土:1 建:2車:0,0房0廳2衛,,無,無,住家用,,,
檳榔路１１２號五樓,,105/12/21,1060,26.3,40.33,76.43%,公寓(5樓含以下無電梯),27,五層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,,,
花園七路一段７號,花園新城,105/12/21,1250,0,75.18,,透天厝,24,全/二層,房地(土地+建物),土:2 建:1車:0,5房3廳3衛,,有,無,住家用,,,
新烏路三段２６號四樓,,105/12/21,400,12.2,32.77,,公寓(5樓含以下無電梯),35,"四層,陽台/五層",房地(土地+建物),土:4 建:1車:0,3房2廳2衛,,無,無,住家用,,,
安祥路１１０巷８１號十三樓,綠野鴻福大F,105/12/21,400,17.6,22.78,84.54%,住宅大樓(11層含以上有電梯),21,十三層/十六層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,有,無,住家用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;,,
華城二路２巷８弄２號,,105/12/20,2200,0,53.65,,透天厝,34,全/二層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
建安街１５巷５號四樓,,105/12/20,1920,36.1,53.15,90.00%,公寓(5樓含以下無電梯),41,四層/四層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,含頂樓未登記增建物現況格局:3房1廳1衛含增建或未登記建物。;,,
中央路１７３號五樓之１,美河市住辦區,105/12/20,1188,46.2,25.73,56.23%,住宅大樓(11層含以上有電梯),4,五層/十八層,房地(土地+建物),土:3 建:1車:0,2房2廳1衛,,有,無,住家用,,,
中興路一段１５６號四樓,,105/12/20,1230,40.8,30.15,67.37%,住宅大樓(11層含以上有電梯),15,四層/十三層,房地(土地+建物),土:4 建:1車:0,3房2廳2衛,,有,無,住家用,,,
環河路２０號２５樓,天闊,105/12/20,1390,41.9,33.19,65.22%,住宅大樓(11層含以上有電梯),17,二十五層/三十二層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
北宜路二段３４３號七樓之３,青潭湛,105/12/19,1007,27.7,36.32,60.59%,住宅大樓(11層含以上有電梯),1,七層/十一層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,建物第一次登記後移轉,,
福園街５巷３１號四樓,,105/12/19,1150,40.4,28.44,89.95%,公寓(5樓含以下無電梯),32,四層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,,,
新坡一街１０３號５樓,涵煙翠,105/12/19,950,31,30.62,72.15%,住宅大樓(11層含以上有電梯),22,五層/十二層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
大豐路８２號二樓,,105/12/19,1200,39.6,30.33,100.00%,公寓(5樓含以下無電梯),42,二層/四層,房地(土地+建物),土:6 建:1車:0,3房1廳1衛,,無,無,住家用,親友間交易親友、員工或其他特殊關係間之交易。;,,
玫瑰路４９巷３號五樓,賓士公寓,105/12/19,620,15.1,41.1,70.06%,華廈(10層含以下有電梯),31,五層/八層,房地(土地+建物),土:8 建:1車:0,3房2廳2衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。 含增建或未登記建物。親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,,
安德街１４８巷３２號二樓,,105/12/18,560,20.3,27.55,90.82%,公寓(5樓含以下無電梯),29,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,,,
安興路１２５之１號五樓,陽光PARK,105/12/18,827,27.1,30.48,,其他,1,五層/十四層,房地(土地+建物),土:8 建:1車:0,,,有,無,商業用,,,
北新路一段６４巷１２弄８號４樓,,105/12/18,1050,38.9,27,90.92%,公寓(5樓含以下無電梯),38,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
新烏路一段１號６樓,新殿傳奇,105/12/18,750,28.4,26.36,81.33%,住宅大樓(11層含以上有電梯),23,六層/十二層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,,,
永安街９０－２號四樓,青春望族,105/12/17,293,28.1,10.44,68.64%,華廈(10層含以下有電梯),25,四層/七層,房地(土地+建物),土:2 建:1車:0,,,有,無,住家用,,,
二十張路１０５巷４０號三樓,,105/12/17,1290,32.1,40.18,84.78%,公寓(5樓含以下無電梯),28,三層/五層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,,,
建國路９７巷１號４樓,,105/12/17,1080,39.9,27.04,81.65%,公寓(5樓含以下無電梯),37,四層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
青山路２１１巷９號,,105/12/17,4380,0,69.14,,透天厝,5,全/三層,房地(土地+建物),土:4 建:1車:0,6房3廳3衛,,有,無,住家用,,,
安興路５號地下一層之１８,三圓羅馬,105/12/16,530,12.3,43.14,64.99%,住宅大樓(11層含以上有電梯),22,地下一層/二十一層,房地(土地+建物),土:1 建:1車:0,,,有,無,辦公用,,,
中正路３２９巷７弄７號二樓,,105/12/16,1100,41,26.82,100.00%,公寓(5樓含以下無電梯),,二層/四層,房地(土地+建物),土:2 建:1車:0,3房2廳1衛,,無,無,住家用,,,
中興路一段２７７號２樓,,105/12/16,1320,42.1,31.37,91.54%,公寓(5樓含以下無電梯),40,二層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
光華街２０巷７號三樓,皇家城堡爵座,105/12/16,1013,27,37.46,61.27%,華廈(10層含以下有電梯),20,三層/六層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,,,
寶慶街５８巷２號二樓,,105/12/16,580,19.6,29.57,88.36%,公寓(5樓含以下無電梯),30,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;,,
花園六路二段５－６０９號,花園新城,105/12/16,240,16.5,14.57,100.00%,華廈(10層含以下有電梯),44,六層/--,房地(土地+建物),土:1 建:2車:0,1房1廳1衛,,有,無,住家用,本案建物二戶套房，室內打通，因許久未住，漏水潮濕，屋況甚差需要大整修方能居住。有關本案之電梯因年久失修已廢棄無法使用，且臨路的樓層在第四樓，所以全體住戶均走樓梯進出。親友、員工或其他特殊關係間之交易。;,,
建業路９號４樓,,105/12/16,520,16.9,30.73,85.97%,公寓(5樓含以下無電梯),34,四層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳1衛,,無,無,住家用,,,
北新路二段１２２號１１樓之７,環遊市西華館,105/12/16,700,62,11.29,66.07%,住宅大樓(11層含以上有電梯),10,十一層/十八層,房地(土地+建物),土:8 建:1車:0,2房1廳1衛,,有,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
安祥路１０６之２號,伴吾別墅,105/12/15,2500,0,94.68,,透天厝,19,全/三層,房地(土地+建物),土:1 建:1車:0,6房4廳7衛,,有,無,住家用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;,,
新坡一街３８號三樓,,105/12/15,1068,19,56.2,70.21%,公寓(5樓含以下無電梯),25,"三層,四層,五層/五層",房地(土地+建物),土:2 建:1車:0,4房2廳2衛,,無,無,住家用,,,
北新路二段９７巷９弄２號,,105/12/15,2320,80.8,28.72,,店面（店舖),39,一層/四層,房地(土地+建物),土:1 建:1車:0,,,無,無,住家用,,,
玫瑰路１６號五樓,,105/12/15,810,25.3,31.98,89.92%,公寓(5樓含以下無電梯),30,五層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,頂樓加蓋含增建或未登記建物。;,,
青山路３９９巷１３號,晴山匯,105/12/15,5501.5,0,110.03,,透天厝,2,全/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,無,住家用,,,
中央五街６９號,,105/12/15,1318,0,14.58,,透天厝,,全/二層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;,,
德正街２７巷２９弄８２號３樓,,105/12/15,1100,41.9,26.24,85.65%,公寓(5樓含以下無電梯),39,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
中興路三段２３１號八樓之二,捷運新公館,105/12/15,270,35.1,7.69,79.07%,住宅大樓(11層含以上有電梯),20,八層/二十四層,房地(土地+建物),土:0 建:1車:0,1房0廳1衛,,有,無,住家用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;,,
北宜路二段３６１－１號十三樓,春風特區,105/12/15,700,25.8,27.14,68.62%,住宅大樓(11層含以上有電梯),15,十三層/十四層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,有,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
安忠路５７巷５－６號六樓,華城綠階,105/12/14,1020,24.6,41.42,60.19%,華廈(10層含以下有電梯),20,六層/六層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,無,住家用,,,
