"買賣案件:新北市新店區房地(土地+建物),建物,108 年 1 月 至108 年 9 月",,,,,,,,,,,,,,,,,,,
地段位置或門牌,社區簡稱,交易年月,總價(萬元),單價,總面積,主建物佔比,型態,屋齡,樓別/樓高,交易標的,交易筆棟數,建物現況格局,車位總價,管理組織,電梯,主要用途,備註,,
北宜路二段４２１巷２弄８５號五樓,美麗國,108/09/26,1000,24.3,41.19,55.68%,華廈(10層含以下有電梯),6,"五層,六層/八層",房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,,,
安忠路５０號四樓,安居公教住宅(乙基地),108/09/26,921,22.7,40.5,75.04%,住宅大樓(11層含以上有電梯),17,四層/十四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,,,
民族路１７號八樓,友座臻美,108/09/26,1725,64.1,26.9,61.40%,住宅大樓(11層含以上有電梯),,八層/十四層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,無,住家用,建物第一次登記後移轉,,
中興路二段１７３號２１樓,園頂,108/09/26,2850,48.2,59.19,59.65%,住宅大樓(11層含以上有電梯),3,二十一層/二十六層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,無,住家用,含增建或未登記建物。;,,
中正路３２９巷５弄４號４樓,,108/09/26,1160,44.7,25.95,100.00%,公寓(5樓含以下無電梯),47,四層/四層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,含增建或未登記建物。,,
安興路９號８樓,三圓羅馬,108/09/26,1310,21.4,61.35,81.19%,住宅大樓(11層含以上有電梯),24,八層/二十一層,房地(土地+建物),土:1 建:1車:0,5房2廳2衛,,有,無,住家用,含增建或未登記建物。,,
新烏路三段１３５號四樓,,108/09/25,360,12.1,29.65,85.77%,公寓(5樓含以下無電梯),38,四層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,,,
安祥路１１０巷５５號九樓,綠野香坡,108/09/25,350,15.7,22.34,85.92%,住宅大樓(11層含以上有電梯),24,九層/十七層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,有,無,住家用,,,
寶慶街７號１２樓之１,新店市映水堂,108/09/25,650,50.7,12.83,57.71%,住宅大樓(11層含以上有電梯),19,十二層/十四層,房地(土地+建物),土:1 建:1車:0,1房2廳1衛,,有,無,住家用,含增建或未登記建物。,,
安祥路９９號四樓之十六,綠灣氧生區,108/09/24,338,23.9,14.17,70.58%,華廈(10層含以下有電梯),12,四層/八層,房地(土地+建物),土:3 建:1車:0,1房1廳1衛,,有,無,辦公用,,,
安康路二段１１８之１２號１０樓,北城心殿,108/09/24,1760,36.2,48.56,60.43%,住宅大樓(11層含以上有電梯),9,十層/十四層,房地(土地+建物),土:3 建:1車:0,4房2廳2衛,,有,無,住家用,含增建或未登記建物。;,,
安康路二段２０６巷１２號五樓,品值寶鎮,108/09/24,1038,35.9,28.9,80.36%,住宅大樓(11層含以上有電梯),22,五層/十二層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,,,
安民街７號五樓之二,龍揚大道,108/09/24,530,47.2,11.22,64.01%,住宅大樓(11層含以上有電梯),22,五層/十二層,房地(土地+建物),土:2 建:1車:0,2房1廳1衛,,有,無,住家用,,,
中興路二段２０１號三樓之九,寶路生活館,108/09/24,630,53.8,11.71,73.07%,住宅大樓(11層含以上有電梯),18,三層/十七層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,無,住家用,,,
禾豐六路５６號二樓,,108/09/24,1300,25.3,51.48,67.68%,公寓(5樓含以下無電梯),23,"二層,夾層/二層",房地(土地+建物),土:1 建:1車:0,8房3廳2衛,,有,無,住家用,急買急賣。;,,
安德街１４８巷３６號四樓,,108/09/23,606,21.9,27.63,90.09%,公寓(5樓含以下無電梯),32,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,氯離子超標,,
安祥路６９巷５２弄９號五樓,綠中海,108/09/23,688,24.5,28.03,68.08%,華廈(10層含以下有電梯),14,五層/九層,房地(土地+建物),土:7 建:1車:0,2房2廳2衛,,有,無,住家用,,,
北宜路一段８之６號五樓,碧潭有約,108/09/22,1600,58.5,27.33,66.14%,住宅大樓(11層含以上有電梯),10,五層/二十七層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,無,住家用,,,
寶橋路７８巷７２號８樓,玉上園,108/09/22,1670,56,29.81,62.72%,住宅大樓(11層含以上有電梯),6,八層/二十七層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,有,無,住家用,含增建或未登記建物。;,,
建國路２９１巷１０號五樓,,108/09/22,910,32,28.41,87.32%,公寓(5樓含以下無電梯),33,五層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,工業用,,,
雙城路２巷１２號三樓,,108/09/22,500,16.7,29.96,85.63%,公寓(5樓含以下無電梯),38,三層/五層,房地(土地+建物),土:4 建:1車:0,3房1廳1衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;,,
三民路２６號,,108/09/22,3188,114.7,27.79,,店面（店舖),39,"一層,平台,騎樓/五層",房地(土地+建物),土:1 建:1車:0,0房1廳1衛,,無,無,住商用,含增建或未登記建物。;,,
博愛街２５巷１號三樓,,108/09/22,715,34.2,20.91,88.26%,公寓(5樓含以下無電梯),49,三層/四層,房地(土地+建物),土:3 建:1車:0,3房2廳2衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;,,
北新路一段７７號１２樓之３,雙水灣,108/09/22,1498,62.9,23.81,54.54%,住宅大樓(11層含以上有電梯),,十二層/三十層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,無,住家用,,,
寶元路一段１０６號３樓,輕川學,108/09/22,1050,63.5,16.53,57.21%,華廈(10層含以下有電梯),8,三層/七層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,無,住家用,含增建或未登記建物。,,
安康路二段１４９之２７號９樓,21CITY,108/09/21,1080,37.1,29.08,69.63%,住宅大樓(11層含以上有電梯),10,九層/十二層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,無,住家用,含增建或未登記建物。;,,
新烏路一段１１巷２１號四樓,,108/09/21,690,21.6,31.89,84.98%,公寓(5樓含以下無電梯),37,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,,,
永平街５２號二樓,,108/09/20,800,24.4,32.72,100.00%,公寓(5樓含以下無電梯),38,"二層,陽台/五層",房地(土地+建物),土:4 建:1車:0,3房1廳2衛,,無,無,住家用,,,
安康路二段１７３巷４號五樓,,108/09/20,1035,27.5,37.67,91.93%,公寓(5樓含以下無電梯),28,五層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,含增建或未登記建物。;,,
頂城三街７７巷３０號,,108/09/19,7300,0,92.36,,透天厝,11,全/三層,房地(土地+建物),土:2 建:1車:0,4房2廳4衛,,無,無,住家用,,,
北新路三段１４４號７樓,內政部北新路中央公教住宅,108/09/19,1950,49.2,39.67,74.77%,華廈(10層含以下有電梯),31,七層/十層,房地(土地+建物),土:3 建:1車:0,3房2廳2衛,,有,無,住家用,含增建或未登記建物。;,,
北新路一段７７號十四樓之３,雙水灣,108/09/19,1535,64.5,23.81,54.54%,住宅大樓(11層含以上有電梯),,十四層/三十層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,無,住家用,,,
富貴街１２巷１４號３樓,,108/09/18,520,22.2,23.44,86.83%,公寓(5樓含以下無電梯),37,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,有,無,住家用,,,
中正路４２５號１１樓,采菊,108/09/18,600,46.1,13,93.72%,套房(1房(1廳)1衛),27,十一層/十二層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,,,
安康路三段２７１號四樓,,108/09/18,400,18.5,21.65,92.96%,公寓(5樓含以下無電梯),37,四層/五層,房地(土地+建物),土:3 建:1車:0,2房2廳1衛,,無,無,住家用,,,
中正路２８４巷４弄１０號十二樓,中正國宅,108/09/18,1060,38.8,27.32,74.77%,住宅大樓(11層含以上有電梯),33,十二層/十二層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,有,無,住家用,,,
安康路三段７６２號２樓,台北新加坡,108/09/18,550,20.2,27.21,68.47%,華廈(10層含以下有電梯),25,二層/八層,房地(土地+建物),土:2 建:1車:0,3房2廳1衛,,有,無,住家用,含增建或未登記建物。,,
北宜路二段３５７－２號八樓,春風特區,108/09/17,642,28.6,22.42,69.01%,住宅大樓(11層含以上有電梯),17,八層/十四層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,無,住家用,,,
中興路一段２６０號４樓,,108/09/17,1000,27.1,36.9,100.00%,公寓(5樓含以下無電梯),39,"四層,陽台/五層",房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,,,
花園二路三段１１號,,108/09/17,1200,28.6,41.9,100.00%,公寓(5樓含以下無電梯),,四層/四層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,無,住家用,,,
碧安街２號七樓,吉祥如意,108/09/17,1820,34.9,52.11,52.36%,華廈(10層含以下有電梯),2,"七層,見其他登記事項/七層",房地(土地+建物),土:1 建:1車:0,,,有,無,住家用,,,
碧安街２號二樓,吉祥如意,108/09/17,1330,34.9,38.08,54.87%,華廈(10層含以下有電梯),2,二層/七層,房地(土地+建物),土:1 建:1車:0,,,有,無,住家用,,,
安祥路１０６巷２００弄４號,伴吾別墅,108/09/17,1290,0,39.32,,透天厝,21,全/二層,房地(土地+建物),土:1 建:1車:0,3房2廳3衛,,有,無,住家用,含增建或未登記建物。;,,
碧潭路７７巷５號１２樓之２,海悅假期,108/09/17,595,42.3,14.07,62.62%,套房(1房(1廳)1衛),20,十二層/十八層,房地(土地+建物),土:6 建:1車:0,,,有,無,住家用,,,
環河路２２號２８樓,天闊,108/09/17,1350,43.7,30.9,64.93%,住宅大樓(11層含以上有電梯),20,二十八層/三十二層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,無,住家用,含增建或未登記建物。,,
富貴街８巷７號３樓,,108/09/17,487,20.8,23.46,86.83%,公寓(5樓含以下無電梯),37,三層/五層,房地(土地+建物),土:3 建:1車:0,3房2廳1衛,,無,無,住家用,含增建或未登記建物。,,
中正路３２９巷３弄６號３樓,,108/09/16,988,31.4,31.47,87.10%,公寓(5樓含以下無電梯),47,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,含增建或未登記建物。;,,
寶元路二段１６巷６號４樓,,108/09/16,900,39.3,22.92,91.37%,公寓(5樓含以下無電梯),51,四層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,不動產之共有人數為２人04.含增建或未登記建物。,,
光明街２８８號３樓,合環大樓,108/09/16,2890,39.5,73.14,,辦公商業大樓,40,三層/七層,房地(土地+建物),土:3 建:1車:0,1房1廳2衛,,無,無,住商用,含增建或未登記建物。;,,
安康路一段７６巷２６號之１,,108/09/16,620,0,17.95,,透天厝,,全/一層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,祖孫親友、員工或其他特殊關係間之交易。;,,
錦秀路４２號３樓,,108/09/16,260,10.3,25.35,89.98%,公寓(5樓含以下無電梯),38,三層/五層,房地(土地+建物),土:7 建:1車:0,3房1廳1衛,,有,無,住家用,親友、員工或其他特殊關係間之交易。;,,
永安街１０９巷４６號三樓之四,新中河,108/09/15,650,31.7,20.49,67.31%,住宅大樓(11層含以上有電梯),23,三層/十三層,房地(土地+建物),土:2 建:1車:0,2房1廳1衛,,有,無,住家用,,,
安民街１８９之２號六樓,美源金典,108/09/15,760,35.6,21.36,62.78%,住宅大樓(11層含以上有電梯),9,六層/十二層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,有,無,住家用,,,
溪園路３６５之３號６樓,湯泉美地,108/09/15,938,44,21.3,64.15%,住宅大樓(11層含以上有電梯),16,六層/十四層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,有,無,住家用,含增建或未登記建物。;,,
中正路３９９巷１６號４樓,,108/09/15,1050,40.2,26.09,100.00%,公寓(5樓含以下無電梯),46,四層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,含增建或未登記建物。;,,
國校路３２－３號地下三層,山水大地,108/09/15,870,20,43.54,77.22%,公寓(5樓含以下無電梯),30,地下三層/五層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,其他,,,
永業路４巷８號三樓,,108/09/15,490,20,24.47,82.15%,公寓(5樓含以下無電梯),43,三層/四層,房地(土地+建物),土:5 建:1車:0,3房2廳1衛,,無,無,住家用,,,
復興路１０之１號７樓之４,台北公館住戶,108/09/15,437,40.8,10.72,85.78%,套房(1房(1廳)1衛),26,七層/十二層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,有,無,住家用,,,
民權路４２巷２１之１號２樓,,108/09/15,1344,33.3,40.33,86.66%,公寓(5樓含以下無電梯),34,二層/四層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,工業用,含增建或未登記建物。,,
安祥路１２４號十二樓,安祥山莊,108/09/14,370,17.4,21.32,81.97%,住宅大樓(11層含以上有電梯),25,十二層/十六層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,有,無,住家用,,,
安忠路５７巷１之７號４樓,樂活,108/09/14,1069,25,42.76,56.98%,華廈(10層含以下有電梯),9,四層/九層,房地(土地+建物),土:1 建:1車:0,3房2廳3衛,,有,無,住家用,含增建或未登記建物。;,,
復興路３４巷６號二樓,,108/09/14,812,31.1,26.11,100.00%,公寓(5樓含以下無電梯),41,二層/四層,房地(土地+建物),土:3 建:1車:0,3房2廳1衛,,無,無,住家用,,,
安興路１１７號８樓之５,陽光PARK,108/09/14,877,31.7,27.65,,其他,3,八層/十四層,房地(土地+建物),土:8 建:1車:0,,,有,無,商業用,,,
安和路三段１１０巷１號二樓,,108/09/13,375,23,16.3,100.00%,公寓(5樓含以下無電梯),43,二層/四層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,,,
北新路二段１２８號１５樓之１７,環遊市西華館,108/09/13,740,66.4,11.14,65.94%,套房(1房(1廳)1衛),13,十五層/十八層,房地(土地+建物),土:8 建:1車:0,1房1廳1衛,,有,無,住家用,含增建或未登記建物。;,,
永平街２３巷４號４樓,,108/09/13,770,23.7,32.55,81.28%,公寓(5樓含以下無電梯),32,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,含增建或未登記建物。;,,
復興路４４之４號十三樓,景美美景,108/09/12,584,47.1,12.39,55.67%,套房(1房(1廳)1衛),24,十三層/十四層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,有,無,住家用,,,
北新路二段２７之６號三樓,寶穩安邸,108/09/12,1480,60.1,24.64,61.44%,住宅大樓(11層含以上有電梯),1,三層/十一層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,,,
僑信路５６巷４２號,,108/09/12,2398,0,49.4,,透天厝,36,全/三層,房地(土地+建物),土:3 建:1車:0,5房2廳3衛,,無,無,住家用,,,
北新路一段２７１巷５７號二樓,,108/09/11,1110,39.8,27.87,90.12%,公寓(5樓含以下無電梯),40,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,,,
北新路二段２９巷１弄６號４樓,,108/09/11,1250,38.9,32.13,91.26%,公寓(5樓含以下無電梯),51,四層/四層,房地(土地+建物),土:2 建:1車:0,4房2廳1衛,,無,無,住家用,含增建或未登記建物。,,
北宜路二段５６巷３弄３號四樓,,108/09/10,650,21.4,30.33,82.43%,公寓(5樓含以下無電梯),33,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,,,
新店後街２巷１號５樓之３,,108/09/10,1700,48.2,35.27,73.15%,華廈(10層含以下有電梯),23,五層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,含增建或未登記建物。;,,
安祥路６９巷５４弄３２號二樓,綠中海,108/09/10,730,26,28.03,68.08%,華廈(10層含以下有電梯),14,二層/九層,房地(土地+建物),土:7 建:1車:0,3房2廳2衛,,有,無,住家用,含增建或未登記建物。;,,
北新路二段２９巷４弄６號四樓,,108/09/10,1250,35.6,35.09,85.03%,公寓(5樓含以下無電梯),50,四層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;,,
中正路２６３巷４號６樓,中正國宅,108/09/10,1410,42.1,33.51,93.74%,住宅大樓(11層含以上有電梯),28,六層/十二層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,有,無,住家用,含增建或未登記建物。;,,
中興路三段２３１號５樓之９,捷運新公館,108/09/10,483,62.8,7.69,79.07%,套房(1房(1廳)1衛),23,五層/二十四層,房地(土地+建物),土:1 建:1車:0,1房0廳1衛,,有,無,住家用,含增建或未登記建物。;,,
青山路２１１巷２６弄１２號,,108/09/10,8200,0,137.81,,透天厝,8,全/三層,房地(土地+建物),土:8 建:1車:0,6房3廳5衛,,無,無,住家用,,,
三民路２９巷２弄６號３樓,,108/09/10,1175,42.3,27.75,88.26%,公寓(5樓含以下無電梯),37,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,含增建或未登記建物。,,
安康路三段３５５巷３３號,,108/09/09,645,22.4,28.81,100.00%,公寓(5樓含以下無電梯),38,"平台,一層/五層",房地(土地+建物),土:12 建:1車:0,3房3廳2衛,,無,無,住家用,,,
文化路２１巷３弄２號４樓,,108/09/09,1165,36.3,32.1,100.00%,公寓(5樓含以下無電梯),50,"四層,騎樓/四層",房地(土地+建物),土:2 建:1車:0,3房2廳1衛,,無,無,住家用,含增建或未登記建物。;,,
國校路５０號五樓,如意大廈,108/09/09,1400,29,48.22,70.79%,華廈(10層含以下有電梯),42,五層/七層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,無,住家用,含未辦保存登記之車位使用權利,,
玫瑰路６４巷２號五樓,,108/09/09,580,19.3,29.98,90.45%,公寓(5樓含以下無電梯),34,五層/五層,房地(土地+建物),土:9 建:1車:0,3房2廳2衛,,有,無,住家用,,,
北新路一段１５７號三樓之三,柏園北棟,108/09/09,1520,42.6,35.71,73.55%,華廈(10層含以下有電梯),20,三層/七層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,無,住家用,,,
溪園路３８９之１３號８樓,湯泉美地,108/09/09,663,51.7,12.84,65.76%,套房(1房(1廳)1衛),16,八層/十四層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,無,住家用,含增建或未登記建物。;,,
達觀路１４巷６號十三樓之三,達觀鎮A2,108/09/08,475,20.6,23.06,72.05%,住宅大樓(11層含以上有電梯),23,十三層/十七層,房地(土地+建物),土:2 建:1車:0,2房2廳1衛,,有,無,住家用,,,
安祥路９９號２樓之１,綠灣氧生區,108/09/08,310,21.6,14.35,70.58%,套房(1房(1廳)1衛),11,二層/八層,房地(土地+建物),土:3 建:1車:0,1房1廳1衛,,有,無,商業用,,,
僑信路１０９巷１５號,,108/09/08,1660,0,49.07,,透天厝,35,全/三層,房地(土地+建物),土:1 建:1車:0,4房2廳4衛,,有,無,住家用,,,
三民路２１巷１９號,,108/09/08,1890,62.5,30.22,100.00%,公寓(5樓含以下無電梯),,"一層,騎樓/四層",房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,含增建或未登記建物。;,,
僑信路５０巷１８號,,108/09/08,1100,0,43.89,,透天厝,33,全/三層,房地(土地+建物),土:1 建:1車:0,3房2廳3衛,,有,無,住家用,含增建或未登記建物。;,,
安民街１２１巷６號９樓之１,美麗心殿,108/09/08,600,32.8,18.29,64.02%,住宅大樓(11層含以上有電梯),24,九層/十六層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,無,住家用,含增建或未登記建物。,,
安祥路６９巷５４弄２號５樓,綠中海,108/09/07,1080,21.3,50.59,67.81%,華廈(10層含以下有電梯),14,五層/八層,房地(土地+建物),土:7 建:1車:0,2房2廳2衛,,有,無,住家用,,,
北宜路二段４２１巷２弄３１號３樓,美麗國,108/09/07,700,26.2,26.69,55.80%,華廈(10層含以下有電梯),6,三層/八層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;,,
安興路５號地下一層之２３,三圓羅馬,108/09/06,245,9.7,25.28,65.00%,住宅大樓(11層含以上有電梯),24,地下一層/二十一層,房地(土地+建物),土:1 建:1車:0,,,有,無,辦公用,"建物現況格局為""開放空間""",,
五?路６５巷１１號三樓,,108/09/05,878,27.4,31.99,83.69%,公寓(5樓含以下無電梯),39,三層/四層,房地(土地+建物),土:3 建:1車:0,3房2廳2衛,,無,無,住家用,,,
安康路二段１５９巷１號五樓之一,鮮境,108/09/05,1098,32.8,33.46,72.31%,住宅大樓(11層含以上有電梯),18,五層/十四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,含增建或未登記建物。;,,
櫻花街１９０號,,108/09/05,56429.2,118.7,475.5,,其他,58,"一層,二層/二層",房地(土地+建物),土:35 建:1車:0,,,無,無,其他,員工訓練所,,
安祥路１０６巷３３５號二樓,伴吾別墅,108/09/04,535,16.7,32.09,76.02%,公寓(5樓含以下無電梯),21,二層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,,,
安祥路１０２巷３０弄４０號,,108/09/04,900,0,39.7,,透天厝,23,全/三層,房地(土地+建物),土:5 建:1車:0,3房2廳3衛,,有,無,住家用,,,
安康路二段２０６巷７號,品值寶鎮,108/09/04,1220,48.1,25.34,82.71%,住宅大樓(11層含以上有電梯),21,"一層,夾層/十二層",房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,無,住家用,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,,
寶興路３９號一樓,,108/09/04,3300,54.2,60.88,,廠辦,40,一層/五層,房地(土地+建物),土:1 建:1車:0,,,無,無,工業用,部分可作店鋪使用含增建或未登記建物。;,,
北新路二段１２６號１６樓之１５,環遊市西華館,108/09/03,710,64.9,10.95,66.15%,套房(1房(1廳)1衛),13,十六層/十八層,房地(土地+建物),土:8 建:1車:0,1房1廳1衛,,有,無,住家用,含增建或未登記建物。;,,
北新路二段１７３-２號六樓,金吉利,108/09/03,600,38.9,15.44,81.95%,住宅大樓(11層含以上有電梯),28,六層/十二層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,無,住家用,親友、員工或其他特殊關係間之交易。;,,
碧潭路７７巷６號１４樓之４,海悅假期,108/09/03,1158,39.1,29.64,62.08%,住宅大樓(11層含以上有電梯),20,十四層/十八層,房地(土地+建物),土:6 建:1車:0,2房2廳2衛,,有,無,住家用,含增建或未登記建物。;,,
三民路１１７巷１弄１８號二樓,,108/09/03,1080,41.7,25.88,100.00%,公寓(5樓含以下無電梯),,二層/四層,房地(土地+建物),土:3 建:1車:0,3房2廳1衛,,無,無,住家用,(包含)公共設施保留地之交易。;,,
松林路６號六樓之二十五,生活家大廈,108/09/03,290,13.3,21.88,70.45%,華廈(10層含以下有電梯),32,"六層,通道/九層",房地(土地+建物),土:5 建:1車:0,1房1廳1衛,,有,無,住家用,,,
安祥路９９號二樓之十五,綠灣氧生區,108/09/03,600,22.6,26.51,70.31%,華廈(10層含以下有電梯),11,二層/八層,房地(土地+建物),土:3 建:1車:0,2房1廳1衛,,有,無,辦公用,,,
三民路７０號十樓,智慧園林,108/09/02,1450,45.1,32.13,83.91%,住宅大樓(11層含以上有電梯),30,"十層,電梯樓梯間/十六層",房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,,,
安光路３３號２樓,合陽天擎,108/09/02,1215,36.4,33.37,57.61%,住宅大樓(11層含以上有電梯),1,二層/二十四層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,無,住家用,,,
