"買賣案件:臺北市文山區房地(土地+建物),建物,106 年 1 月 至106 年 12 月",,,,,,,,,,,,,,,,,,,
地段位置或門牌,社區簡稱,交易年月,總價(萬元),單價,總面積,主建物佔比,型態,屋齡,樓別/樓高,交易標的,交易筆棟數,建物現況格局,車位總價,管理組織,電梯,主要用途,備註,,
辛亥路五段５８號九樓,靜心集,106/12/17,1120,65.6,17.06,52.30%,華廈(10層含以下有電梯),,九層/九層,房地(土地+建物),土:1 建:1車:0,,,有,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;,,
景興路３００號１９樓之３,天際,106/12/17,1368,62.5,21.89,51.83%,住宅大樓(11層含以上有電梯),,十九層/二十七層,房地(土地+建物),土:3 建:1車:0,,,無,無,住家用,,,
興隆路一段７０巷９弄１８號,,106/12/16,1600,60.7,26.37,100.00%,公寓(5樓含以下無電梯),46,一層/四層,房地(土地+建物),土:2 建:1車:0,3房2廳1衛,,無,無,住家用,,,
秀明路二段９６號３樓,田園,106/12/16,2085,46,45.33,76.80%,華廈(10層含以下有電梯),36,三層/七層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,無,住家用,,,
辛亥路五段７３巷７弄１０號３樓,台企大樓,106/12/16,1090,41.2,26.47,80.81%,公寓(5樓含以下無電梯),34,三層/五層,房地(土地+建物),土:2 建:1車:0,4房2廳1衛,,有,無,住家用,含增建或未登記建物含增建或未登記建物。;,,
辛亥路四段２１巷４號二樓,南方藝術宮殿,106/12/15,950,39.3,24.15,65.29%,住宅大樓(11層含以上有電梯),22,二層/十五層,房地(土地+建物),土:4 建:1車:0,2房1廳2衛,,有,無,住家用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;,,
景興路３００號１７樓之８,天際,106/12/15,1380,63,21.92,51.79%,住宅大樓(11層含以上有電梯),,十七層/二十七層,房地(土地+建物),土:3 建:1車:0,,,無,無,住家用,找補金額897元正,,
萬隆街５２巷５號６樓,宏佳,106/12/14,1800,52,34.63,73.69%,華廈(10層含以下有電梯),,六層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,有,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
福興路６３巷１１號２樓之１,,106/12/14,460,34.8,13.23,59.37%,公寓(5樓含以下無電梯),24,二層/五層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,無,無,住家用,,,
興隆路三段２０７巷１３弄１號四樓,,106/12/13,160,7.8,20.59,69.63%,公寓(5樓含以下無電梯),36,四層/五層,房地(土地+建物),土:2 建:1車:0,4房2廳2衛,,無,無,住家用,本案係二親等間買賣親友、員工或其他特殊關係間之交易。;,,
興隆路三段２０７巷９弄５號５樓,,106/12/13,770,26.5,29.04,74.61%,公寓(5樓含以下無電梯),36,五層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
興隆路二段２５２號四樓之９,花開並蒂,106/12/13,613,53,11.57,64.30%,套房(1房(1廳)1衛),23,四層/十五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,無,住家用,,,
辛亥路四段２１巷６號９樓,南方藝術宮殿,106/12/13,1270,46.8,27.16,64.90%,住宅大樓(11層含以上有電梯),22,九層/十五層,房地(土地+建物),土:4 建:1車:0,2房2廳1衛,,有,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
福興路８２巷４號５樓,,106/12/13,950,28.7,33.08,87.17%,公寓(5樓含以下無電梯),34,五層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
木柵路３段１６８號５樓,敦皇,106/12/12,421.5,4.7,90.58,41.71%,住宅大樓(11層含以上有電梯),1,五層/二十九層,建物,土:0 建:1車:2,4房2廳2衛,,有,無,住家用,建物第一次登記後移轉 建商與地主合建案。建商與地主合建案。;,,
興隆路四段１２６號,,106/12/12,2525,85.2,29.63,97.62%,公寓(5樓含以下無電梯),43,"一層,騎樓/四層",房地(土地+建物),土:1 建:1車:0,,,無,無,住家用,,,
下崙路３０巷８號三樓,,106/12/12,1150,28.8,39.94,100.00%,公寓(5樓含以下無電梯),,"三層,陽台/四層",房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
木柵路三段８５巷８弄３號,,106/12/12,11000,0,78.65,,透天厝,,全/三層,房地(土地+建物),土:1 建:2車:0,4房3廳3衛,,無,無,住家用,,,
指南路三段３２巷５號３樓之３,水事紀,106/12/11,520,56.7,9.17,54.22%,套房(1房(1廳)1衛),7,三層/十層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
辛亥路四段７７巷９２弄１１號９樓之６,愛眉山莊,106/12/11,712,42.2,16.85,61.91%,套房(1房(1廳)1衛),14,九層/十四層,房地(土地+建物),土:3 建:1車:0,1房1廳1衛,,有,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;,,
辛亥路五段５８號三樓,靜心集,106/12/11,1050,61.5,17.06,52.30%,華廈(10層含以下有電梯),,三層/九層,房地(土地+建物),土:1 建:1車:0,,,有,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;,,
文山區景福街５４巷１號８樓,,106/12/11,2350,52.7,44.56,55.43%,住宅大樓(11層含以上有電梯),19,八層/十四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,,,
興隆路一段７０巷１１弄１２之２號二樓,,106/12/10,866,57.3,15.12,100.00%,公寓(5樓含以下無電梯),42,"二層,陽台/四層",房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
興德路６６巷６號三樓,玫瑰城,106/12/09,1050,44.8,23.41,85.61%,公寓(5樓含以下無電梯),,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,,,
興隆路二段１９４號２樓,興隆大廈,106/12/09,1628,38,42.83,70.75%,華廈(10層含以下有電梯),36,二層/八層,房地(土地+建物),土:4 建:1車:0,3房2廳2衛,,有,無,其他,,,
辛亥路四段９１號３樓,,106/12/09,1100,39.4,27.95,93.45%,公寓(5樓含以下無電梯),,三層/四層,房地(土地+建物),土:1 建:1車:0,5房0廳5衛,,無,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
木新路三段１８９巷２號四樓,,106/12/09,940,38.8,24.25,86.60%,公寓(5樓含以下無電梯),,四層/四層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,,,
景興路３００號１７樓之３,天際,106/12/09,1360,62,21.94,51.72%,住宅大樓(11層含以上有電梯),,十七層/二十七層,房地(土地+建物),土:3 建:1車:0,,,無,無,住家用,找補金額884元正,,
辛亥路五段６９之１號３樓,敦南 I HOME,106/12/09,785,56.7,13.85,52.32%,住宅大樓(11層含以上有電梯),3,三層/十一層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,有,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
興順街１５５之７號６樓,力霸東森森林大院,106/12/08,1510,63.7,23.7,70.81%,住宅大樓(11層含以上有電梯),18,六層/十四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
秀明路二段２４巷２之２號,,106/12/08,450,30.1,14.96,72.65%,公寓(5樓含以下無電梯),34,一層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;,,
辛亥路五段７０號５樓,,106/12/08,1106,46.3,23.89,84.80%,公寓(5樓含以下無電梯),35,六層/六層,房地(土地+建物),土:1 建:1車:0,6房0廳6衛,,無,無,住家用,含增建或未登記建物。本案6樓無電梯。含增建或未登記建物。;,,
和興路５２巷７弄７號三髏,,106/12/08,1480,42.3,34.96,87.83%,公寓(5樓含以下無電梯),36,三層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,其他,,,
興隆路三段１１６巷３弄１１號二樓,,106/12/07,1150,47.5,24.2,100.00%,公寓(5樓含以下無電梯),,二層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,,,
興隆路二段２０３巷２弄１號３樓,,106/12/07,1368,39.3,34.8,100.00%,公寓(5樓含以下無電梯),,"三層,陽台/四層",房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
興隆路二段９６巷５５之２號,,106/12/07,3000,0,69.29,,透天厝,38,全/三層,房地(土地+建物),土:5 建:1車:0,5房3廳3衛,,無,無,其他,親友、員工或其他特殊關係間之交易。 含增建或未登記建物。親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,,
辛亥路５段７３巷７弄７號３樓,,106/12/07,235,35.2,6.67,75.69%,公寓(5樓含以下無電梯),34,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,二等親間之持分產權交易。,,
景興路２３８巷１８號,,106/12/06,630,28.1,22.45,100.00%,公寓(5樓含以下無電梯),,"一層,平台,騎樓/四層",房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,其他,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;,,
興隆路三段２２１巷３之１號,寶來,106/12/05,1900,45.3,41.95,68.26%,公寓(5樓含以下無電梯),33,一層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,,,
指南路二段４５巷３６號,,106/12/05,1720,59.8,28.77,75.41%,公寓(5樓含以下無電梯),,"一層,平台/四層",房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
羅斯福路六段３９巷５號,,106/12/05,1338,61.8,21.65,100.00%,公寓(5樓含以下無電梯),48,一層/四層,房地(土地+建物),土:4 建:1車:0,3房2廳1衛,,無,無,住家用,含增建或未登記建物-平台外移、前後空地加蓋。含增建或未登記建物。;,,
指南路一段４３號４樓之２,,106/12/04,1775,52.4,33.89,66.32%,住宅大樓(11層含以上有電梯),18,四層/十九層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,無,商業用,含增建或未登記建物。含增建或未登記建物。;,,
木柵路一段５９巷１１弄２號四樓,早安綠莊Ｄ區,106/12/03,842,34.1,24.66,79.45%,公寓(5樓含以下無電梯),36,四層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用,,,
萬隆街１３巷１４之１號４樓,,106/12/03,1348,35.5,37.92,85.22%,公寓(5樓含以下無電梯),36,四層/五層,房地(土地+建物),土:3 建:1車:0,4房2廳2衛,,無,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
興隆路二段２５２號５樓之１１,花開並蒂,106/12/03,1412,54,26.15,67.47%,住宅大樓(11層含以上有電梯),23,五層/十五層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,無,住家用,,,
辛亥路四段１０１巷１２４號五樓,小坡庭園,106/12/03,2000,39,51.29,76.65%,華廈(10層含以下有電梯),29,"五層,夾層/五層",房地(土地+建物),土:1 建:1車:0,3房3廳2衛,,有,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
景興路３００號１５樓之８,天際,106/12/03,1350,61.7,21.88,51.89%,住宅大樓(11層含以上有電梯),,十五層/二十七層,房地(土地+建物),土:3 建:1車:0,,,無,無,住家用,,,
興隆路二段２０３巷９０號２樓,敦南如意,106/12/03,1150,49.2,23.38,66.83%,住宅大樓(11層含以上有電梯),20,二層/十一層,房地(土地+建物),土:1 建:1車:0,4房2廳1衛,,有,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
木柵路一段５９巷１１弄５號四樓,早安綠莊Ｄ區,106/12/02,1200,38.7,31.01,80.30%,公寓(5樓含以下無電梯),36,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,陽台外推，親等買賣親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,,
景興路１８８號２２樓之１０,巨星廣場大廈住商,106/12/02,680,37.8,17.98,44.22%,住宅大樓(11層含以上有電梯),22,二十二層/二十四層,房地(土地+建物),土:1 建:1車:0,1房2廳1衛,,有,無,住家用,內含獨立產權公設，未包含在棟數內。,,
辛亥路四段８９號２樓,,106/12/02,1140,41.2,27.67,93.46%,公寓(5樓含以下無電梯),,二層/四層,房地(土地+建物),土:1 建:1車:0,5房0廳5衛,,無,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
木柵路一段２３１巷２６號２樓,,106/12/02,1020,34.6,29.48,86.96%,公寓(5樓含以下無電梯),,二層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
羅斯福路六段２８５號１２樓之３,,106/12/02,945,79,11.96,56.49%,住宅大樓(11層含以上有電梯),7,十二層/十四層,房地(土地+建物),土:2 建:1車:0,3房1廳1衛,,有,無,住家用,含增建或未登記建物含增建或未登記建物。;,,
木柵路二段１０９巷２５弄３６號,,106/12/02,906,40.5,22.39,89.61%,公寓(5樓含以下無電梯),35,一層/四層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
羅斯福路五段２１８巷２號三樓,,106/12/01,1490,43.6,34.19,89.70%,公寓(5樓含以下無電梯),36,三層/五層,房地(土地+建物),土:3 建:1車:0,3房2廳1衛,,無,無,住家用,,,
景興路９６巷９號三樓,,106/12/01,1500,46.8,32.05,100.00%,公寓(5樓含以下無電梯),49,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,朋友間之買賣親友、員工或其他特殊關係間之交易。;,,
和平東路四段６５巷１２號,,106/12/01,3560,0,80.67,,透天厝,,全/二層,房地(土地+建物),土:1 建:1車:0,6房2廳4衛,,有,無,其他,含增建或未登記建物。含增建或未登記建物。;,,
下崙路１１巷１７號３樓,橡園朋,106/11/30,2188,54.1,40.43,54.42%,華廈(10層含以下有電梯),1,三層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;,,
福興路５６號４樓,,106/11/30,1010,41.3,24.45,84.42%,公寓(5樓含以下無電梯),,四層/四層,房地(土地+建物),土:2 建:1車:0,2房2廳2衛,,無,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
興隆路四段２２３號３樓,,106/11/30,760,34.8,21.81,100.00%,公寓(5樓含以下無電梯),,"三層,陽台/四層",房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
興隆路二段２２０巷３１弄５０號３樓,,106/11/28,800,28.8,27.78,100.00%,公寓(5樓含以下無電梯),,"三層,陽台/四層",房地(土地+建物),土:2 建:1車:0,3房1廳1衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;,,
景豐街５號二樓,同德新城,106/11/27,1000,24.5,40.8,66.09%,華廈(10層含以下有電梯),24,二層/七層,房地(土地+建物),土:0 建:1車:0,3房2廳2衛,,有,無,住家用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;,,
