"買賣案件:新北市新店區房地(土地+建物),建物,104 年 11 月 至104 年 12 月",,,,,,,,,,,,,,,,,,,
地段位置或門牌,社區簡稱,交易年月,總價(萬元),單價,總面積,主建物佔比,型態,屋齡,樓別/樓高,交易標的,交易筆棟數,建物現況格局,車位總價,管理組織,電梯,主要用途,備註,,
永業路８１巷１３弄２號２樓,,104/12/25,900,25.4,35.42,75.46%,公寓(5樓含以下無電梯),34,二層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,無,住家用,含增建或未登記建物。 受債權債務影響或債務抵償之交易。含增建或未登記建物。;受債權債務影響或債務抵償之交易。;,,
新生街１８巷１５號及新生街１８巷１５號二樓,新生新居,104/12/25,1300,47.7,27.26,39.48%,公寓(5樓含以下無電梯),6,二層/五層,房地(土地+建物),土:1 建:2車:0,1房3廳2衛,,有,無,其他,,,
中華路２２號五樓,捷運楓華,104/12/24,975,55.9,17.45,53.34%,住宅大樓(11層含以上有電梯),,五層/十四層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,有,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;,,
中興路一段１８５號三樓,遠景21,104/12/24,1120,41.3,27.1,69.09%,住宅大樓(11層含以上有電梯),16,三層/二十層,房地(土地+建物),土:2 建:1車:0,2房2廳1衛,,有,無,住家用,,,
達觀路４０號７樓之１,達觀鎮萬象A6區,104/12/23,400,18.7,21.37,68.19%,住宅大樓(11層含以上有電梯),17,七層/十五層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,無,住家用,,,
忠孝里中正路６６３巷３弄５號,,104/12/23,1980,47.8,41.39,78.39%,公寓(5樓含以下無電梯),27,一層/五層,房地(土地+建物),土:3 建:1車:0,4房2廳2衛,,無,無,住家用,,,
五峰路８５號２樓,,104/12/23,690,29,23.83,100.00%,公寓(5樓含以下無電梯),36,二層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,,,
頂城三街１３８巷１弄１０號,,104/12/22,4500,0,65.32,,透天厝,7,全/三層,房地(土地+建物),土:2 建:1車:0,3房2廳3衛,,有,無,住家用,共有人數2人。 含增建或未登記建物。含增建或未登記建物。;,,
安德街７１巷３４號２樓之２,浪漫貴族,104/12/22,580,30.2,19.19,59.86%,套房(1房(1廳)1衛),24,二層/十一層,房地(土地+建物),土:1 建:1車:0,1房2廳1衛,,有,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
中央路１７１之５號,美河市住辦區,104/12/22,1600,60.9,26.26,56.85%,住宅大樓(11層含以上有電梯),3,一層/十八層,房地(土地+建物),土:3 建:1車:0,2房1廳2衛,,有,無,辦公用,,,
安民街５號八樓,龍揚大道,104/12/21,980,32.1,30.54,64.31%,住宅大樓(11層含以上有電梯),18,八層/十二層,房地(土地+建物),土:2 建:1車:0,4房2廳2衛,,有,無,住家用,陽台外推含增建或未登記建物。;,,
華城二路３５號,,104/12/21,2038.3,0,73.04,,透天厝,33,全/二層,房地(土地+建物),土:1 建:1車:0,5房3廳3衛,,有,無,住家用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;,,
光明街２００巷９弄１號,,104/12/21,1250,54.2,23.04,89.85%,公寓(5樓含以下無電梯),37,一層/四層,房地(土地+建物),土:2 建:1車:0,3房2廳1衛,,無,無,住家用,,,
永業路８１巷５０號五樓,,104/12/21,465,17.7,26.21,85.08%,公寓(5樓含以下無電梯),33,五層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,,,
中央路１３３巷１５弄５４號三樓,,104/12/21,1260,39.6,31.79,90.43%,公寓(5樓含以下無電梯),41,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,,,
安德街１４８巷４０號三樓,,104/12/20,558,20.2,27.63,90.09%,公寓(5樓含以下無電梯),28,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,,,
中正路３５２號５樓之１,康和儷舍,104/12/20,1120,43.8,25.56,70.84%,住宅大樓(11層含以上有電梯),15,五層/十四層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,有,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
寶興路４５巷２弄２號１１樓,寶福,104/12/20,1130,41.3,27.37,55.46%,住宅大樓(11層含以上有電梯),6,十一層/十二層,房地(土地+建物),土:1 建:1車:0,1房2廳1衛,,有,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
北宜路二段１７巷６號４樓,,104/12/20,630,23.7,26.62,89.73%,公寓(5樓含以下無電梯),30,四層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
復興路４２巷２號１１樓,景美美景,104/12/19,878,46.5,18.88,58.86%,住宅大樓(11層含以上有電梯),20,十一層/十四層,房地(土地+建物),土:2 建:1車:0,2房2廳1衛,,有,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
中央七街６１巷３２號５樓,朝元,104/12/19,1550,38.5,40.27,84.34%,公寓(5樓含以下無電梯),31,五層/五層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
德正街２７巷２９弄４１號３樓,,104/12/19,1220,40.7,29.94,92.06%,公寓(5樓含以下無電梯),37,三層/四層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
明德路７５巷４號,,104/12/19,1200,52.3,22.96,100.00%,公寓(5樓含以下無電梯),,一層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,親友交易親友、員工或其他特殊關係間之交易。;,,
中正路４２０號三樓,雄霸雙星,104/12/18,600,20.5,29.26,60.76%,住宅大樓(11層含以上有電梯),19,三層/十四層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,無,住家用,本不動產交易係屬近親(2親等)間之買賣行為。親友、員工或其他特殊關係間之交易。;,,
民族路１０２號五樓,,104/12/18,1420,44.7,31.78,80.63%,公寓(5樓含以下無電梯),32,五層/五層,房地(土地+建物),土:2 建:1車:0,3房1廳2衛,,無,無,住家用,,,
北新路二段７６號三樓,,104/12/18,912,52.4,17.41,100.00%,公寓(5樓含以下無電梯),,三層/四層,房地(土地+建物),土:2 建:1車:0,2房1廳1衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;,,
建國路９７巷１２號四樓,,104/12/18,1600,51.9,30.86,84.82%,公寓(5樓含以下無電梯),40,四層/四層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,,,
中生路８３巷１號二樓,,104/12/18,580,17.6,33.02,83.87%,公寓(5樓含以下無電梯),34,二層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,,,
富貴街２０巷１０號五樓,,104/12/18,515,22,23.44,87.15%,公寓(5樓含以下無電梯),32,五層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
安泰路２２號２樓之１,璦丁堡,104/12/18,760,27.8,27.38,61.55%,華廈(10層含以下有電梯),,二層/七層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;,,
北新路一段２６７號四樓,,104/12/18,1214.1,39.8,30.49,100.00%,公寓(5樓含以下無電梯),44,"四層,陽台/四層",房地(土地+建物),土:5 建:1車:0,2房1廳1衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;,,
安民街３４７號二樓,,104/12/18,430,13.4,31.98,90.52%,公寓(5樓含以下無電梯),28,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;,,
安祥路１１０巷４３號十四樓,祥和社區,104/12/18,498,22.6,22.03,85.73%,住宅大樓(11層含以上有電梯),20,十四層/十七層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,有,無,住家用,,,
僑愛七路３７號,台北小城,104/12/18,940,0,49.02,,透天厝,26,全/三層,房地(土地+建物),土:1 建:1車:0,4房4廳3衛,,有,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
中華路１０９號五樓,,104/12/17,1188,49.9,23.82,100.00%,公寓(5樓含以下無電梯),,"陽台,五層/五層",房地(土地+建物),土:6 建:1車:0,3房2廳1衛,,無,無,住家用,頂樓加蓋外梯進出含增建或未登記建物。;,,
中興路一段２８７巷２３號五樓,,104/12/17,970,38.1,25.43,82.26%,公寓(5樓含以下無電梯),36,五層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;,,
中央路１３３巷１５弄１３號,,104/12/17,1840,47.8,38.52,100.00%,公寓(5樓含以下無電梯),,一層/四層,房地(土地+建物),土:1 建:1車:0,4房2廳1衛,,無,無,住家用,,,
自立街１３０巷３號３樓,,104/12/17,1100,38,28.97,78.63%,公寓(5樓含以下無電梯),33,三層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳1衛,,有,無,住家用,,,
吉祥糾１１巷１-３０號,馨園,104/12/17,1080,17.1,63.28,86.39%,公寓(5樓含以下無電梯),27,"一層,地下一層,地下二層/五層",房地(土地+建物),土:3 建:1車:0,4房2廳2衛,,無,無,住家用,,,
松林路６號六樓之五,,104/12/16,370,17.2,21.57,,華廈(10層含以下有電梯),28,"六層,通道/九層",房地(土地+建物),土:5 建:1車:0,1房1廳1衛,,有,無,住家用,不動產位於台北水源特定區內,,
松林路６號五樓之四,,104/12/16,370,16,23.16,,華廈(10層含以下有電梯),28,"五層,通道/九層",房地(土地+建物),土:5 建:1車:0,1房1廳1衛,,有,無,住家用,不動產位於水源特定區內,,
平等街３４號三樓,,104/12/16,1260,36.8,34.19,88.46%,公寓(5樓含以下無電梯),39,三層/四層,房地(土地+建物),土:4 建:1車:0,3房2廳1衛,,無,無,住家用,,,
安康路二段１６巷３８號二樓,,104/12/16,730,28.2,25.89,85.75%,公寓(5樓含以下無電梯),34,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,,,
華城三路９巷２弄１４號,,104/12/16,1650,0,28.81,,透天厝,18,全/二層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,,,
溪園路３８９之１３號２樓,湯泉美地,104/12/16,600,46.7,12.84,65.76%,套房(1房(1廳)1衛),12,二層/十四層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
安祥路９７巷８號４樓,綠灣氧生區,104/12/15,680,24.8,27.38,66.60%,華廈(10層含以下有電梯),8,四層/八層,房地(土地+建物),土:3 建:1車:0,2房1廳1衛,,有,無,辦公用,,,
新店路２６２之７號十七樓,碧潭有約,104/12/15,547,40.6,13.48,62.19%,住宅大樓(11層含以上有電梯),7,十七層/十九層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,無,住家用,不動產之共有人數為２人 親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;,,
民族路１７號七樓,友座臻美,104/12/15,1705,63.4,26.9,61.40%,住宅大樓(11層含以上有電梯),,七層/十四層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,無,住家用,,,
安康路二段１８３巷１號一．二樓,,104/12/15,1080.5,0,28.39,,透天厝,,全/二層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住商用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;,,
北新路二段１７１巷１９號２樓,,104/12/15,1280,44.2,28.96,84.56%,公寓(5樓含以下無電梯),38,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,,,
明德路４４號,,104/12/15,6020,0,47.69,,透天厝,,全/二層,房地(土地+建物),土:1 建:1車:0,5房3廳3衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;,,
永平街６６號５樓,,104/12/14,593,23.6,25.08,91.70%,公寓(5樓含以下無電梯),31,五層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
寶橋路８５巷５２號十二樓,寶徠花園,104/12/14,1880,70.9,26.52,57.56%,住宅大樓(11層含以上有電梯),2,十二層/二十八層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,有,無,住家用,,,
安民街１５號２樓,龍揚大道,104/12/13,550,48.7,11.29,51.51%,套房(1房(1廳)1衛),18,二層/十二層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,有,無,住家用,,,
達觀路４１號３樓之５,達觀鎮B6區,104/12/13,585,27.3,21.44,69.98%,住宅大樓(11層含以上有電梯),17,三層/二十層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,有,無,住家用,,,
北宜路二段８２巷９弄１７號三樓,鴛鴦蝴蝶,104/12/13,650,28.8,22.53,70.65%,華廈(10層含以下有電梯),19,三層/七層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,,,
玫瑰路５５巷３８號２樓,馨園,104/12/13,835,19.6,42.66,75.51%,公寓(5樓含以下無電梯),27,"二層,三層/五層",房地(土地+建物),土:3 建:1車:0,3房2廳2衛,,有,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
國校路４６號,,104/12/12,823.2,40.2,20.48,100.00%,公寓(5樓含以下無電梯),37,"一層,騎樓/五層",房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住商用,,,
安興路９５巷６０號二樓,,104/12/12,111,45.6,2.44,,華廈(10層含以下有電梯),2,二層/六層,房地(土地+建物),土:1 建:1車:0,,,有,無,住家用,權利人有2人。社區公設。,,
安興路９５巷２７號,,104/12/12,82,29.2,2.8,,華廈(10層含以下有電梯),3,一層/六層,房地(土地+建物),土:1 建:1車:0,0房0廳1衛,,有,無,住家用,社區公設,,
安興路９５巷６７號,敦南花園,104/12/12,4466,0,135.27,,透天厝,2,全/五層,房地(土地+建物),土:1 建:1車:0,5房2廳6衛,,無,無,住家用,建物第一次登記後移轉 權利人有2人。停車位為室內自設停車位。單獨車位交易。;,,
安興路９５巷２７號,,104/12/12,134,33,4.06,,華廈(10層含以下有電梯),3,一層/六層,房地(土地+建物),土:1 建:1車:0,,,有,無,住家用,社區公設,,
中央路１７７號１７樓之１,美河市住辦區,104/12/12,1188,49,24.26,59.64%,住宅大樓(11層含以上有電梯),3,十七層/二十五層,房地(土地+建物),土:3 建:1車:0,2房2廳1衛,,有,無,住家用,,,
寶安街７８巷８號５樓,,104/12/12,1400,40,34.99,86.01%,公寓(5樓含以下無電梯),31,五層/五層,房地(土地+建物),土:1 建:1車:0,8房8廳8衛,,無,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
新店後街１８號四樓之一,,104/12/12,650,38.4,16.94,100.00%,公寓(5樓含以下無電梯),,"四層,騎樓/四層",房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,,,
建國路１７３號２樓,力麒雙星,104/12/11,960,35.8,26.81,95.15%,公寓(5樓含以下無電梯),39,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
新和街１０４號十一樓,鄉林別墅,104/12/11,360,16.8,21.39,77.53%,住宅大樓(11層含以上有電梯),20,十一層/十三層,房地(土地+建物),土:2 建:1車:0,2房2廳1衛,,有,無,住家用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;,,
安泰路２０號２樓,璦丁堡,104/12/11,760,27.8,27.38,61.54%,華廈(10層含以下有電梯),,二層/七層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;,,
新和街６６巷２弄２號五樓,,104/12/11,608,31.5,19.3,100.00%,公寓(5樓含以下無電梯),36,五層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,,,
北宜路二段４２１巷２弄６１號七樓,美麗國,104/12/11,726,25.5,28.51,59.57%,華廈(10層含以下有電梯),2,七層/八層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,有,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;,,
青山路２１１巷１８號,,104/12/10,4815,0,68.18,,透天厝,4,全/三層,房地(土地+建物),土:4 建:1車:0,4房2廳3衛,,有,無,住家用,,,
五峰路５３號二樓,,104/12/10,1178,46.3,25.43,,公寓(5樓含以下無電梯),42,二層/四層,房地(土地+建物),土:4 建:1車:0,3房2廳2衛,,無,無,住家用,,,
安泰路１８號２樓之１,璦丁堡,104/12/10,775,28.3,27.38,61.54%,華廈(10層含以下有電梯),,二層/七層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;,,
永安街９５號四樓,名揚四海,104/12/10,860,35.9,23.95,69.58%,住宅大樓(11層含以上有電梯),22,四層/十二層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,有,無,住家用,,,
博愛街２３號４樓,,104/12/10,905,44.2,20.46,100.00%,公寓(5樓含以下無電梯),45,四層/四層,房地(土地+建物),土:3 建:1車:0,3房2廳1衛,,無,無,住家用,含增建或未登記建物。含增建或未登記建物。;,,
新店路１９４號三樓,碧園,104/12/10,1820,40.2,45.22,82.79%,華廈(10層含以下有電梯),21,三層/八層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,無,商業用,,,
北宜路二段５６巷３弄２號二樓,,104/12/10,780,25.5,30.62,90.12%,公寓(5樓含以下無電梯),29,二層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,有,無,住家用,,,
新店路１８６號二樓,,104/12/10,1000,22.7,44.11,88.61%,公寓(5樓含以下無電梯),23,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,,,
華興街３４號三樓,,104/12/10,620,23,26.99,84.79%,公寓(5樓含以下無電梯),43,三層/四層,房地(土地+建物),土:2 建:1車:0,3房1廳1衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;,,
